city,state,population,land_area_sq_mi,city_state,lat,lon,metro_population,msa_name,median_household_income,median_home_price,avg_temp_f,avg_temp_c,avg_high_f,avg_low_f,avg_summer_high_f,avg_winter_low_f,walkability_score,walkability_score_100,dist_airport_miles,nearest_airport,dist_zoo_miles,nearest_zoo,dist_theme_park_miles,nearest_theme_park,dist_natl_park_miles,nearest_natl_park,dist_natl_forest_miles,nearest_natl_forest,coastline_type,dist_coast_miles,elevation_ft,parks_within_100mi,nature_score,dist_state_park_miles,nearest_state_park,temp_range_f,has_winter,has_summer,has_spring_fall,seasons_count,seasons_score,nfl_teams,mlb_teams,nba_teams,nhl_teams,mls_teams,total_pro_teams,sports_score,environment_type
Las Vegas,NV,678922,141.8,"Las Vegas, NV",36.167426,-115.148413,2398871.0,,66356.0,365300.0,69.7,20.9,80.7,58.8,102.3,40.3,11.83,57.0,5.8,McCarran Las Vegas,2.3,Las Vegas Springs Preserve NV,226.0,Disneyland CA,110.2,Death Valley NP,160.5,Kaibab NF AZ,none,241.4,2034.0,1.0,20.5,42.8,Valley of Fire SP NV,62.0,False,True,True,2,50.0,1,0,0,1,0,2,20.0,desert
Boston,MA,673458,48.3,"Boston, MA",42.358834,-71.05783,5025517.0,,89212.0,684900.0,51.6,10.9,59.7,43.5,80.3,24.1,12.01,57.9,2.5,Logan Boston,4.2,Franklin Park Zoo MA,82.7,Six Flags New England MA,63.6,Cape Cod NS,412.2,Allegheny NF PA,ocean,5.0,46.0,2.0,30.0,95.6,Mohawk Trail SP MA,56.2,True,True,True,4,100.0,1,1,1,1,1,5,50.0,coastal
Detroit,MI,645705,138.7,"Detroit, MI",42.331551,-83.04664,4400578.0,,37761.0,66700.0,50.5,10.3,57.9,43.0,79.9,22.1,8.97,41.9,17.7,Detroit Metro,11.6,Detroit Zoo MI,61.6,Cedar Point OH,105.3,Cuyahoga Valley NP,169.2,Huron Manistee NF MI,none,56.7,600.0,0.0,11.0,151.3,Presque Isle SP PA,57.8,True,True,True,4,100.0,1,1,1,1,0,4,40.0,plains
Louisville,KY,640796,324.9,"Louisville, KY",38.254238,-85.759407,1394234.0,,,,57.7,14.3,66.6,48.8,85.2,29.6,9.99,47.3,5.7,Louisville,91.3,Cincinnati Zoo OH,65.1,Holiday World IN,76.0,Mammoth Cave NP,35.0,Hoosier NF IN,none,255.0,472.0,3.0,29.5,75.1,Mammoth Cave Area KY,55.6,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
Portland,OR,635749,133.5,"Portland, OR",45.520247,-122.674194,2537904.0,,85876.0,523100.0,54.3,12.4,62.8,45.8,80.8,35.6,11.86,57.2,6.1,Portland,2.2,Oregon Zoo OR,2.6,Oaks Park OR,104.3,Mount Rainier NP,45.2,Mt Hood NF OR,none,64.4,62.0,3.0,30.5,35.0,Columbia River Gorge OR,45.2,False,True,True,2,50.0,0,0,1,0,1,2,20.0,valley
Memphis,TN,610919,297.0,"Memphis, TN",35.146025,-90.051764,1339345.0,"Memphis, TN-MS-AR MSA",48090.0,139600.0,62.8,17.1,71.2,54.5,88.2,36.4,9.64,45.5,8.3,Memphis,0.9,Memphis Zoo TN,212.1,Silver Dollar City MO,175.3,Hot Springs NP,163.1,Mark Twain NF MO,none,333.8,282.0,0.0,6.0,256.9,DeSoto SP AL,51.8,False,True,True,2,50.0,0,0,1,0,0,1,10.0,plains
Baltimore,MD,568271,80.9,"Baltimore, MD",39.290882,-76.610759,2859024.0,,58349.0,202900.0,56.7,13.7,64.8,48.6,83.8,29.8,11.06,52.9,8.5,Baltimore/Washington,3.1,Maryland Zoo MD,68.8,Hersheypark PA,113.4,Assateague Island NS,154.9,George Washington NF VA,ocean,6.0,43.0,3.0,39.5,16.6,Patuxent River SP MD,54.0,True,True,True,4,100.0,1,1,0,0,0,2,20.0,coastal
Milwaukee,WI,563531,96.2,"Milwaukee, WI",43.038648,-87.909075,1574452.0,,49733.0,157800.0,48.3,9.1,55.0,41.6,76.7,19.9,11.75,56.6,6.3,Milwaukee Mitchell,6.5,Milwaukee County Zoo WI,46.2,Six Flags Great America IL,105.2,Indiana Dunes NP,138.0,Huron Manistee NF MI,great_lakes,2.7,584.0,1.0,30.5,93.8,Devil's Lake SP WI,56.8,True,False,True,2,50.0,0,1,1,0,0,2,20.0,great_lakes
Albuquerque,NM,560326,187.3,"Albuquerque, NM",35.084103,-106.650985,926303.0,"Albuquerque, NM MSA",61503.0,246000.0,59.0,15.0,70.7,47.2,91.0,28.5,11.23,53.8,3.9,Albuquerque,2.7,Albuquerque BioPark Zoo NM,334.2,Elitch Gardens CO,159.4,White Sands NP,20.6,Cibola NF NM,none,627.8,4967.0,2.0,27.0,189.0,Ute Mountain SP CO,62.5,True,True,True,4,100.0,0,0,0,0,0,0,0.0,desert
Tucson,AZ,554013,241.0,"Tucson, AZ",32.222876,-110.974847,1080149.0,"Tucson, AZ MSA",52049.0,218200.0,70.8,21.6,83.0,58.5,98.6,41.9,10.71,51.1,7.6,Tucson,3.1,Tucson Reid Park Zoo AZ,366.9,SeaWorld San Diego CA,5.2,Saguaro NP,40.3,Coronado NF AZ,none,365.1,2369.0,2.0,45.0,321.9,Anza Borrego SP CA,56.7,False,True,True,2,50.0,0,0,0,0,0,0,0.0,desert
Fresno,CA,550105,115.2,"Fresno, CA",36.739442,-119.78483,1189557.0,"Fresno, CA MSA",63001.0,321800.0,67.1,19.5,79.5,54.7,99.7,40.4,11.12,53.3,4.5,Fresno Yosemite,0.8,Fresno Chaffee Zoo CA,129.3,California's Great America CA,68.9,Kings Canyon NP,41.6,Sierra NF CA,none,111.5,308.0,7.0,45.0,116.2,Big Sur CA,59.3,False,True,True,2,50.0,0,0,1,0,0,1,10.0,valley
Sacramento,CA,535798,98.6,"Sacramento, CA",38.581061,-121.493895,2463127.0,,78954.0,450500.0,63.7,17.6,76.3,51.0,94.6,40.4,11.83,57.0,9.5,Sacramento,2.2,Sacramento Zoo CA,50.5,Six Flags Discovery Kingdom CA,83.8,Point Reyes NS,71.6,Eldorado NF CA,none,72.1,52.0,6.0,42.0,93.1,Lake Tahoe NV SP,54.2,False,True,True,2,50.0,0,0,1,0,0,1,10.0,valley
Atlanta,GA,520070,135.3,"Atlanta, GA",33.754466,-84.389815,6411149.0,,77655.0,395600.0,62.5,16.9,71.3,53.8,86.1,38.4,8.9,41.6,8.1,Hartsfield-Jackson Atlanta,103.8,Chattanooga Zoo TN,9.4,Six Flags Over Georgia GA,137.9,Great Smoky Mountains NP,79.6,Chattahoochee NF GA,none,252.9,1066.0,5.0,29.5,11.4,Stone Mountain SP GA,47.7,False,True,True,2,50.0,1,1,1,0,1,4,40.0,hills
Mesa,AZ,517151,138.7,"Mesa, AZ",33.415101,-111.831455,5186958.0,,73766.0,327700.0,74.1,23.4,86.3,62.0,104.1,44.1,10.93,52.3,10.3,Phoenix Sky Harbor,7.0,Phoenix Zoo AZ,316.1,SeaWorld San Diego CA,91.3,Saguaro NP,54.8,Tonto NF AZ,none,315.4,1243.0,3.0,22.5,261.0,Valley of Fire SP NV,60.0,False,True,True,2,50.0,0,1,1,0,0,2,20.0,desert
Kansas City,MO,516032,314.7,"Kansas City, MO",39.100105,-94.578142,2253579.0,"Kansas City, MO-KS MSA",65256.0,208900.0,56.5,13.6,65.3,47.7,86.6,25.2,10.03,47.5,15.5,Kansas City,9.8,Kansas City Zoo MO,6.9,Worlds of Fun MO,239.2,Gateway Arch NP,212.8,Mark Twain NF MO,none,414.1,922.0,0.0,0.0,327.5,Effigy Mounds IA,61.4,True,True,True,4,100.0,1,1,0,0,1,3,30.0,hills
Raleigh,NC,499825,147.1,"Raleigh, NC",35.780398,-78.639099,1562009.0,,78631.0,347000.0,62.1,16.7,71.0,53.2,87.5,36.8,9.37,44.1,10.7,Raleigh-Durham,66.0,North Carolina Zoo NC,137.9,Carowinds NC,77.8,Blue Ridge Parkway,142.5,Jefferson NF VA,none,118.9,371.0,1.0,15.5,103.1,Cheraw SP SC,50.7,False,True,True,2,50.0,0,0,0,1,0,1,10.0,plains
Colorado Springs,CO,493554,195.4,"Colorado Springs, CO",38.833958,-104.825348,777634.0,"Colorado Springs, CO MSA",79026.0,383000.0,49.4,9.7,62.4,36.4,83.1,17.7,10.92,52.2,7.0,Colorado Springs,3.6,Cheyenne Mountain Zoo CO,64.0,Elitch Gardens CO,84.9,Great Sand Dunes NP,43.1,Pike San Isabel NF CO,none,803.3,6017.0,5.0,59.5,6.1,Garden of the Gods CO,65.4,True,True,True,4,100.0,1,1,1,1,1,5,50.0,mountains
Omaha,NE,489265,141.6,"Omaha, NE",41.258746,-95.938376,1001010.0,"Omaha, NE-IA MSA",70202.0,210300.0,52.7,11.5,61.8,43.7,84.5,18.8,10.07,47.7,3.8,Omaha Eppley,3.2,Omaha Henry Doorly Zoo NE,127.5,Adventureland IA,355.4,Gateway Arch NP,267.0,Nebraska NF,none,427.6,1083.0,0.0,0.0,274.4,Effigy Mounds IA,65.7,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
Miami,FL,487014,36.0,"Miami, FL",25.774157,-80.193597,6457988.0,,54858.0,433900.0,77.1,25.1,81.8,72.3,86.6,65.9,12.66,61.4,6.0,Miami,17.5,Zoo Miami FL,178.9,LEGOLAND Florida FL,24.9,Biscayne NP,262.0,Ocala NF FL,ocean,6.1,20.0,4.0,45.0,75.7,Fakahatchee Strand SP FL,20.7,False,True,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Virginia Beach,VA,454808,244.7,"Virginia Beach, VA",36.849658,-75.976075,1794278.0,,87544.0,343700.0,61.3,16.3,67.2,55.5,82.6,38.8,10.13,48.1,3.7,Norfolk,18.0,Virginia Zoo VA,46.1,Busch Gardens Williamsburg VA,94.3,Assateague Island NS,214.8,George Washington NF VA,ocean,10.5,16.0,2.0,30.0,96.2,Assateague SP MD,43.8,False,True,True,2,50.0,0,0,0,0,0,0,0.0,coastal
Long Beach,CA,450901,50.7,"Long Beach, CA",33.769016,-118.191604,12927614.0,,78995.0,709700.0,64.0,17.8,72.2,55.8,78.3,47.3,13.48,65.7,4.1,Long Beach,27.0,LA Zoo CA,12.2,Knott's Berry Farm CA,92.7,Channel Islands NP,38.2,Angeles NF CA,ocean,7.8,56.0,6.0,53.0,79.0,Torrey Pines SP CA,31.0,False,True,False,1,25.0,2,2,2,1,2,9,90.0,coastal
Oakland,CA,443554,55.9,"Oakland, CA",37.804456,-122.271356,4648486.0,,94389.0,883800.0,59.4,15.2,67.9,50.9,74.5,44.5,13.14,63.9,13.9,San Francisco,6.0,Oakland Zoo CA,23.2,Six Flags Discovery Kingdom CA,37.3,Point Reyes NS,131.9,Eldorado NF CA,ocean,7.0,30.0,3.0,48.5,78.4,Salt Point SP CA,30.0,False,False,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Minneapolis,MN,428579,54.0,"Minneapolis, MN",44.9773,-93.265469,3757952.0,,76332.0,328700.0,46.0,7.8,54.8,37.3,81.0,9.3,10.91,52.2,6.7,Minneapolis-Saint Paul,5.5,Como Zoo MN,20.2,Valleyfair MN,243.1,Voyageurs NP,157.5,Chippewa NF MN,none,137.9,876.0,0.0,2.0,165.5,Effigy Mounds IA,71.7,True,True,True,4,100.0,1,1,1,1,1,5,50.0,plains
Bakersfield,CA,417468,149.8,"Bakersfield, CA",35.373871,-119.019463,922529.0,,73827.0,320600.0,69.0,20.6,81.1,56.9,100.5,42.0,10.32,49.1,89.2,Burbank Hollywood,76.0,Santa Barbara Zoo CA,69.6,Six Flags Magic Mountain CA,80.8,Sequoia NP,84.0,Los Padres NF CA,none,99.2,407.0,3.0,35.5,168.6,Big Sur CA,58.5,False,True,True,2,50.0,0,0,1,0,0,1,10.0,plains
Tulsa,OK,415154,197.5,"Tulsa, OK",36.156312,-95.992752,1059803.0,"Tulsa, OK MSA",56648.0,174200.0,61.9,16.6,70.9,52.9,90.1,32.4,9.48,44.6,6.5,Tulsa,5.5,Tulsa Zoo OK,152.1,Silver Dollar City MO,201.2,Hot Springs NP,160.3,Ouachita NF AR,none,454.5,712.0,0.0,2.0,333.0,Palo Duro Canyon SP TX,57.7,True,True,True,4,100.0,0,0,1,0,0,1,10.0,plains
Tampa,FL,414547,114.0,"Tampa, FL",27.944985,-82.458311,3424560.0,,66802.0,333200.0,73.9,23.3,81.1,66.6,87.8,56.2,11.02,52.7,5.0,Tampa,4.8,Tampa Lowry Park Zoo FL,6.8,Busch Gardens Tampa FL,206.9,Everglades NP,101.5,Ocala NF FL,ocean,4.0,23.0,1.0,28.5,52.2,Myakka River SP FL,31.6,False,True,False,1,25.0,1,1,0,1,0,3,30.0,coastal
Arlington,TX,403672,95.9,"Arlington, TX",32.735582,-97.107119,8344032.0,,71736.0,251300.0,67.5,19.7,76.5,58.6,93.4,40.5,10.69,51.0,12.0,Dallas/Fort Worth,14.7,Fort Worth Zoo TX,2.6,Six Flags Over Texas TX,264.7,Hot Springs NP,169.2,Sam Houston NF TX,none,277.3,627.0,0.0,2.0,250.3,Lost Maples SP TX,52.9,False,True,True,2,50.0,1,1,1,1,1,5,50.0,plains
Aurora,CO,403130,160.1,"Aurora, CO",39.740511,-104.830994,3052498.0,,78685.0,409700.0,51.3,10.7,63.5,39.2,84.8,20.0,12.03,58.1,11.6,Denver,6.3,Denver Zoo CO,9.6,Elitch Gardens CO,61.4,Rocky Mountain NP,73.3,Arapaho Roosevelt NF CO,none,804.5,5390.0,7.0,51.0,19.9,Red Rocks Park CO,64.8,True,True,True,4,100.0,1,2,1,1,1,6,60.0,mountains
Wichita,KS,400991,162.0,"Wichita, KS",37.692236,-97.337545,661217.0,"Wichita, KS MSA",60712.0,166400.0,58.8,14.9,68.2,49.5,88.5,27.6,10.05,47.6,6.0,Wichita,4.0,Sedgwick County Zoo KS,185.2,Worlds of Fun MO,324.8,Hot Springs NP,273.7,Ozark NF AR,none,578.7,1309.0,0.0,0.0,310.3,Palo Duro Canyon SP TX,60.9,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
Cleveland,OH,365379,77.7,"Cleveland, OH",41.499657,-81.693677,2171877.0,"Cleveland, OH MSA",37271.0,87400.0,51.8,11.0,58.0,45.5,77.2,25.9,10.43,49.6,10.1,Cleveland Hopkins,3.9,Cleveland Metroparks Zoo OH,51.6,Cedar Point OH,16.5,Cuyahoga Valley NP,139.8,Allegheny NF PA,great_lakes,29.1,646.0,3.0,36.5,88.2,McConnells Mill SP PA,51.3,True,False,True,2,50.0,1,1,1,0,0,3,30.0,great_lakes
New Orleans,LA,362701,169.5,"New Orleans, LA",29.956142,-90.073393,966230.0,,51116.0,281500.0,70.4,21.3,76.4,64.5,87.3,50.8,10.65,50.8,11.4,New Orleans,4.3,New Orleans Audubon Zoo LA,5.6,Six Flags New Orleans LA,359.4,Hot Springs NP,260.4,Angelina NF TX,ocean,4.2,10.0,0.0,22.0,149.1,Gulf State Park AL,36.5,False,True,False,1,25.0,1,0,1,0,0,2,20.0,coastal
Henderson,NV,350039,106.2,"Henderson, NV",36.03196,-114.982272,2398871.0,,85311.0,427900.0,69.6,20.9,80.2,59.1,101.9,41.0,11.82,56.9,10.2,McCarran Las Vegas,15.2,Las Vegas Springs Preserve NV,226.3,Disneyland CA,121.6,Death Valley NP,153.2,Kaibab NF AZ,none,238.9,1952.0,1.0,20.5,42.0,Valley of Fire SP NV,60.9,False,True,True,2,50.0,1,0,0,1,0,2,20.0,desert
Honolulu,HI,344967,60.5,"Honolulu, HI",21.304547,-157.855676,998747.0,,,,76.3,24.6,80.3,72.2,83.2,69.3,12.0,57.9,4.7,Honolulu,3.3,Honolulu Zoo HI,10.5,Wet n Wild Hawaii HI,117.1,Haleakala NP,2457.0,Los Padres NF CA,ocean,3.6,13.0,0.0,26.0,127.9,Na Pali Coast SP HI,13.9,False,True,False,1,25.0,0,0,0,0,0,0,0.0,coastal
Anaheim,CA,344561,50.3,"Anaheim, CA",33.834752,-117.911732,12927614.0,,88538.0,713600.0,65.8,18.8,75.8,55.8,83.6,47.7,13.48,65.7,11.2,John Wayne Orange County,31.1,LA Zoo CA,1.6,Disneyland CA,107.9,Channel Islands NP,32.5,Angeles NF CA,ocean,24.2,177.0,5.0,42.5,69.7,Mount San Jacinto SP CA,35.9,False,True,False,1,25.0,0,0,0,1,0,1,10.0,coastal
Orlando,FL,334854,110.6,"Orlando, FL",28.542122,-81.379045,2940513.0,,66292.0,332700.0,73.3,22.9,81.3,65.3,88.3,54.9,10.19,48.4,8.8,Orlando,18.7,Central Florida Zoo FL,7.1,Universal Orlando FL,218.6,Biscayne NP,58.1,Ocala NF FL,none,60.4,115.0,1.0,14.5,108.2,Myakka River SP FL,33.4,False,True,False,1,25.0,0,0,1,0,1,2,20.0,lowlands
Lexington,KY,329437,283.6,"Lexington, KY",38.046407,-84.497039,533366.0,"Lexington-Fayette, KY MSA",,,56.6,13.7,65.4,47.9,83.9,29.6,9.25,43.4,6.0,Lexington,75.6,Cincinnati Zoo OH,90.3,Kings Island OH,106.1,Mammoth Cave NP,53.6,Daniel Boone NF KY,none,256.7,951.0,2.0,17.0,86.6,Cumberland Falls SP KY,54.3,True,True,True,4,100.0,0,0,0,0,0,0,0.0,hills
Stockton,CA,324975,62.2,"Stockton, CA",37.957702,-121.290779,816108.0,,71612.0,382000.0,63.7,17.6,75.8,51.6,93.4,41.4,11.06,52.9,53.4,Sacramento,42.2,Sacramento Zoo CA,52.9,Six Flags Discovery Kingdom CA,87.0,Point Reyes NS,83.0,Eldorado NF CA,none,59.0,16.0,3.0,34.5,106.0,Point Lobos SP CA,52.0,False,True,True,2,50.0,1,1,1,1,1,5,50.0,valley
Riverside,CA,323757,81.2,"Riverside, CA",33.982495,-117.374238,4744214.0,,83448.0,485500.0,67.1,19.5,79.8,54.5,93.0,44.5,10.83,51.7,14.0,Ontario California,25.2,Orange County Zoo,6.2,Fiesta Village Family Fun Park,85.0,Joshua Tree NP,36.2,San Bernardino NF CA,none,53.9,860.0,7.0,47.0,40.7,Mount San Jacinto SP CA,48.5,False,True,True,2,50.0,2,2,2,1,2,9,90.0,desert
Irvine,CA,318683,65.6,"Irvine, CA",33.685697,-117.825981,,,122948.0,1025700.0,65.3,18.5,74.8,55.9,81.7,48.3,12.22,59.1,2.5,John Wayne Orange County,4.1,Santa Ana Zoo at Prentice Park,1.0,Boomers! Irvine,111.5,Joshua Tree NP,43.5,Angeles NF CA,ocean,27.3,52.0,6.0,44.0,62.1,Torrey Pines SP CA,33.4,False,True,False,1,25.0,2,2,2,1,2,9,90.0,coastal
Corpus Christi,TX,317317,162.2,"Corpus Christi, TX",27.76353,-97.403319,450187.0,"Corpus Christi, TX MSA",64449.0,180900.0,73.2,22.9,78.3,68.1,88.2,54.6,10.98,52.5,6.0,Corpus Christi,27.0,Connie Hagar Cottage Sanctuary,3.2,Hurricane Alley,50.5,Padre Island NS,232.6,Sam Houston NF TX,ocean,2.5,33.0,1.0,31.5,188.3,Garner SP TX,33.6,False,True,False,1,25.0,0,0,0,0,0,0,0.0,coastal
Newark,NJ,317303,24.1,"Newark, NJ",40.735657,-74.172367,,,46460.0,312300.0,54.4,12.4,62.5,46.3,82.5,27.1,12.58,60.9,3.2,Newark Liberty,6.1,Turtle Back Zoo,7.2,Nickelodeon Universe,53.4,Fire Island NS,258.7,Allegheny NF PA,ocean,9.4,46.0,7.0,40.0,32.3,Harriman State Park NY,55.4,True,True,True,4,100.0,0,0,0,1,0,1,10.0,coastal
Santa Ana,CA,316184,27.3,"Santa Ana, CA",33.749495,-117.873221,,,84210.0,624000.0,65.4,18.6,74.8,56.0,81.7,48.5,12.22,59.1,5.1,John Wayne Orange County,1.8,Santa Ana Zoo at Prentice Park,4.8,Disney California Adventure,111.0,Channel Islands NP,38.6,Angeles NF CA,ocean,24.8,135.0,6.0,44.0,67.3,Torrey Pines SP CA,33.2,False,True,False,1,25.0,2,2,2,1,2,9,90.0,coastal
Cincinnati,OH,314915,77.8,"Cincinnati, OH",39.101454,-84.51246,2302815.0,"Cincinnati, OH-KY-IN MSA",49191.0,192000.0,55.8,13.2,64.5,47.1,83.6,27.4,9.61,45.3,9.1,Cincinnati/Northern Kentucky,3.0,Cincinnati Zoo and Botanical Garden,14.5,Creation Museum,157.9,Mammoth Cave NP,116.0,Hoosier NF IN,none,191.2,577.0,0.0,7.0,157.1,Mammoth Cave Area KY,56.2,True,True,True,4,100.0,1,1,0,0,1,3,30.0,plains
Pittsburgh,PA,307668,55.4,"Pittsburgh, PA",40.440697,-80.002567,2429917.0,"Pittsburgh, PA MSA",60187.0,171800.0,53.2,11.8,61.8,44.5,81.1,25.1,10.49,49.9,12.6,Pittsburgh,1.0,National Aviary,4.9,Sandcastle Water Park,100.4,Cuyahoga Valley NP,95.6,Allegheny NF PA,none,107.1,778.0,4.0,23.0,33.3,McConnells Mill SP PA,56.0,True,True,True,4,100.0,1,1,0,1,0,3,30.0,hills
Saint Paul,MN,307465,52.0,"Saint Paul, MN",44.949749,-93.093103,,,,,46.3,7.9,54.6,38.0,80.5,10.4,9.18,43.1,7.8,Minneapolis-Saint Paul,3.7,Como Park Zoo,3.7,Como Town,244.4,Voyageurs NP,161.4,Chippewa NF MN,none,136.5,778.0,0.0,2.0,158.7,Effigy Mounds IA,70.1,True,True,True,4,100.0,1,1,1,1,1,5,50.0,plains
Greensboro,NC,307381,129.6,"Greensboro, NC",36.072635,-79.791975,800722.0,,55051.0,197200.0,60.2,15.7,69.4,51.0,86.7,34.0,7.08,32.0,57.9,Raleigh-Durham,3.4,NH Farm,5.3,Wet 'n Wild Emerald Pointe Water Park,12.7,Blue Ridge Parkway,87.1,Jefferson NF VA,none,171.4,843.0,3.0,32.5,94.8,Cheraw SP SC,52.7,True,True,True,4,100.0,0,0,0,1,0,1,10.0,hills
Jersey City,NJ,302824,14.7,"Jersey City, NJ",40.721568,-74.047455,,,91151.0,500100.0,55.0,12.8,62.4,47.5,82.3,29.0,12.58,60.9,7.0,Newark Liberty,5.1,Central Park Zoo,6.0,Nickelodeon Universe,46.8,Fire Island NS,265.3,Allegheny NF PA,ocean,2.9,23.0,7.0,53.0,33.1,Harriman State Park NY,53.3,True,True,True,4,100.0,2,2,2,2,2,10,100.0,coastal
Durham,NC,301870,112.8,"Durham, NC",35.996653,-78.901805,620522.0,,74710.0,316600.0,61.5,16.4,70.7,52.2,87.7,35.3,8.95,41.8,10.4,Raleigh-Durham,2.3,The Farmyard,2.3,Wheels Fun Park,61.5,Blue Ridge Parkway,121.6,Jefferson NF VA,none,138.7,410.0,1.0,15.5,105.7,Cheraw SP SC,52.4,False,True,True,2,50.0,0,0,0,1,0,1,10.0,plains
Lincoln,NE,300619,97.7,"Lincoln, NE",40.808886,-96.707775,350626.0,"Lincoln, NE MSA",67846.0,230400.0,53.8,12.1,63.2,44.5,85.8,20.4,12.06,58.2,54.5,Omaha Eppley,25.8,Lee G. Simmons Conservation Park & Wildlife Safari,34.5,Vala's Pumpkin Patch,356.8,Badlands NP,237.6,Nebraska NF,none,473.3,1181.0,0.0,0.0,324.7,Effigy Mounds IA,65.4,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
North Las Vegas,NV,294034,101.3,"North Las Vegas, NV",36.200519,-115.121475,2398871.0,,71774.0,340200.0,69.9,21.1,80.9,59.0,102.5,40.5,11.83,57.0,8.2,McCarran Las Vegas,4.3,Animal Habitat,4.1,The Strat Thrill Rides,111.2,Death Valley NP,158.7,Kaibab NF AZ,none,244.1,1864.0,1.0,20.5,40.3,Valley of Fire SP NV,62.0,False,True,True,2,50.0,1,0,0,1,0,2,20.0,desert
Plano,TX,293286,71.7,"Plano, TX",33.013676,-96.69251,,,105679.0,412500.0,66.4,19.1,75.1,57.7,92.0,39.7,9.08,42.5,14.7,Dallas Love Field,16.9,Texas Discovery Gardens,4.7,Adventure Landing,234.4,Hot Springs NP,174.2,Sam Houston NF TX,none,276.1,650.0,0.0,2.0,280.2,Lost Maples SP TX,52.3,False,True,True,2,50.0,1,1,1,1,1,5,50.0,plains
Anchorage,AK,289600,1706.8,"Anchorage, AK",61.216313,-149.894852,407213.0,"Anchorage, AK MSA",95731.0,363800.0,38.1,3.4,44.1,32.2,65.2,14.8,9.9,46.8,4.5,Ted Stevens Anchorage,7.2,Alaska Zoo,35.7,Alaska State Fairgrounds,90.2,Kenai Fjords NP,65.2,Chugach NF AK,none,1320.7,128.0,4.0,37.0,15.5,Chugach SP AK,50.4,True,False,True,2,50.0,0,0,0,0,0,0,0.0,plains
Gilbert,AZ,288790,68.6,"Gilbert, AZ",33.352763,-111.789037,,,115179.0,454300.0,73.8,23.2,86.8,60.8,104.6,43.0,10.1,47.9,13.9,Phoenix Sky Harbor,38.5,Children's Petting Zoo,3.7,Golfland Sunsplash,86.4,Saguaro NP,55.0,Tonto NF AZ,none,317.3,1237.0,3.0,22.5,266.0,Valley of Fire SP NV,61.6,False,True,True,2,50.0,0,1,1,0,0,2,20.0,desert
Madison,WI,285300,79.6,"Madison, WI",43.07469,-89.384166,707606.0,"Madison, WI MSA",74895.0,326600.0,48.2,9.0,56.4,40.1,79.8,15.3,9.86,46.6,75.9,Milwaukee Mitchell,1.7,Henry Vilas Zoo,5.1,Vitense Golfland,154.5,Indiana Dunes NP,190.6,Nicolet NF WI,none,75.3,928.0,2.0,24.0,27.5,Devil's Lake SP WI,64.5,True,True,True,4,100.0,0,1,1,0,0,2,20.0,plains
Reno,NV,281714,108.8,"Reno, NV",39.526179,-119.812658,575110.0,"Reno, NV MSA",73073.0,462100.0,54.0,12.2,64.6,43.4,87.6,28.8,10.09,47.8,3.0,Reno-Tahoe,0.8,Unknown,75.2,Lassen County Fairgrounds,108.5,Lassen Volcanic NP,40.0,Tahoe NF CA,none,183.5,4524.0,4.0,44.0,29.8,Lake Tahoe NV SP,58.8,True,True,True,4,100.0,0,0,0,0,0,0,0.0,mountains
Chandler,AZ,281231,65.3,"Chandler, AZ",33.306203,-111.841185,5186958.0,,99374.0,423900.0,73.3,22.9,86.7,59.9,104.7,41.7,10.93,52.3,13.2,Phoenix Sky Harbor,37.0,Children's Petting Zoo,5.6,Golfland Sunsplash,85.4,Saguaro NP,59.3,Tonto NF AZ,none,313.9,1214.0,3.0,22.5,264.5,Anza Borrego SP CA,63.0,False,True,True,2,50.0,0,1,1,0,0,2,20.0,desert
St. Louis,MO,279695,61.7,"St. Louis, MO",38.625406,-90.190009,2811927.0,"St. Louis, MO-IL MSA",52941.0,174100.0,57.2,14.0,66.0,48.3,86.2,27.0,10.13,48.1,12.9,St. Louis Lambert,5.5,Bayer Insectarium,1.1,St. Louis Wheel Park,0.3,Gateway Arch NP,108.5,Shawnee NF IL,none,255.5,482.0,1.0,28.5,195.0,Starved Rock SP IL,59.2,True,True,True,4,100.0,0,1,0,1,1,3,30.0,plains
Chula Vista,CA,278546,49.6,"Chula Vista, CA",32.640054,-117.084195,3298799.0,,101984.0,647100.0,63.7,17.6,70.3,57.1,75.2,49.2,12.19,58.9,9.1,San Diego,7.7,San Diego Zoo,1.7,Pumpkin Station,109.2,Joshua Tree NP,50.7,Cleveland NF CA,ocean,7.9,79.0,4.0,42.0,21.9,Torrey Pines SP CA,26.0,False,False,False,1,25.0,0,1,0,0,1,2,20.0,coastal
Buffalo,NY,276617,40.4,"Buffalo, NY",42.886416,-78.878149,1160172.0,,46184.0,132100.0,49.5,9.7,55.9,43.0,76.1,23.7,11.25,53.9,8.3,Buffalo Niagara,3.8,Buffalo Zoo,10.7,Niagara Amusement Park & Splash World,177.2,Cuyahoga Valley NP,89.0,Allegheny NF PA,great_lakes,1.5,600.0,3.0,41.5,48.9,Letchworth SP NY,52.4,True,False,True,2,50.0,1,0,0,1,0,2,20.0,great_lakes
