city,state,population,land_area_sq_mi,city_state,lat,lon,metro_population,msa_name,median_household_income,median_home_price,avg_temp_f,avg_temp_c,avg_high_f,avg_low_f,avg_summer_high_f,avg_winter_low_f,walkability_score,walkability_score_100,dist_airport_miles,nearest_airport,dist_zoo_miles,nearest_zoo,dist_theme_park_miles,nearest_theme_park,dist_natl_park_miles,nearest_natl_park,dist_natl_forest_miles,nearest_natl_forest,coastline_type,dist_coast_miles,elevation_ft,parks_within_100mi,nature_score,dist_state_park_miles,nearest_state_park,temp_range_f,has_winter,has_summer,has_spring_fall,seasons_count,seasons_score,nfl_teams,mlb_teams,nba_teams,nhl_teams,mls_teams,total_pro_teams,sports_score,environment_type
Lowell,MA,120418,13.6,"Lowell, MA",42.641444,-71.308533,,,73008.0,362800.0,51.2,10.7,59.9,42.5,81.8,22.9,11.63,55.9,24.4,Logan Boston,6.7,The Butterfly Place,7.3,Max's Country Golf,85.6,Cape Cod NS,401.5,Allegheny NF PA,ocean,28.4,102.0,2.0,24.0,81.2,Mohawk Trail SP MA,58.9,True,True,True,4,100.0,1,1,1,1,1,5,50.0,coastal
Odessa,TX,119748,51.1,"Odessa, TX",31.845715,-102.367687,170022.0,"Odessa, TX MSA",71293.0,193500.0,66.6,19.2,78.2,55.0,94.7,37.5,7.63,34.9,129.2,Lubbock,114.3,Unknown,121.5,Adventure Park,130.2,Carlsbad Caverns NP,199.6,Lincoln NF NM,none,408.1,2907.0,0.0,14.0,214.0,Palo Duro Canyon SP TX,57.2,False,True,True,2,50.0,0,0,0,0,0,0,0.0,plains
High Point,NC,118601,56.4,"High Point, NC",35.955692,-80.005318,800722.0,,58582.0,196500.0,60.8,16.0,69.9,51.8,86.1,35.7,7.08,32.0,68.5,Raleigh-Durham,10.4,MoJo JoJo,9.5,Celebration Station,3.1,Blue Ridge Parkway,90.1,Jefferson NF VA,none,174.0,945.0,3.0,39.5,86.8,Cheraw SP SC,50.4,False,True,True,2,50.0,0,0,0,1,0,1,10.0,hills
League City,TX,118456,51.3,"League City, TX",29.507454,-95.09493,,,117316.0,312500.0,70.5,21.4,77.2,63.8,88.1,50.3,9.08,42.5,36.3,George Bush Houston,6.9,Bayou Safari Wildlife Park,5.3,Kemah Boardwalk,219.9,Padre Island NS,85.7,Sam Houston NF TX,none,74.7,23.0,1.0,12.5,271.8,Lost Maples SP TX,37.8,False,True,False,1,25.0,1,1,1,0,1,4,40.0,plains
Antioch,CA,118453,29.2,"Antioch, CA",38.00933,-121.810693,,,90709.0,570900.0,62.8,17.1,73.2,52.4,88.5,43.4,12.22,59.1,41.0,San Francisco,24.9,Tava's Jungleland,11.6,Pixieland Amusement Park,58.4,Point Reyes NS,103.0,Eldorado NF CA,ocean,35.3,30.0,2.0,33.0,90.6,Salt Point SP CA,45.1,False,True,True,2,50.0,1,1,1,1,1,5,50.0,coastal
Richardson,TX,118221,28.6,"Richardson, TX",32.948179,-96.729721,,,94362.0,379800.0,66.1,18.9,74.8,57.5,90.7,40.3,9.08,42.5,9.9,Dallas Love Field,12.0,Texas Discovery Gardens,3.7,Adventure Landing,238.4,Hot Springs NP,171.0,Sam Houston NF TX,none,273.9,630.0,0.0,2.0,275.3,Lost Maples SP TX,50.4,False,True,True,2,50.0,1,1,1,1,1,5,50.0,plains
Goodyear,AZ,118186,191.3,"Goodyear, AZ",33.467228,-112.385349,,,97307.0,396100.0,74.2,23.4,86.3,62.2,105.2,43.2,10.1,47.9,21.9,Phoenix Sky Harbor,5.8,World Wildlife Zoo,7.7,Mattel Adventure Park,114.4,Saguaro NP,71.5,Prescott NF AZ,none,284.2,994.0,2.0,15.0,233.7,Anza Borrego SP CA,62.0,False,True,True,2,50.0,0,1,1,0,0,2,20.0,desert
Pompano Beach,FL,118104,24.0,"Pompano Beach, FL",26.23786,-80.124767,,,61155.0,293300.0,76.4,24.7,81.9,70.8,86.5,63.4,12.71,61.6,11.5,Fort Lauderdale,10.7,Sawgrass Nature Center,3.6,Xtreme Action Park,55.4,Biscayne NP,234.5,Ocala NF FL,ocean,30.2,16.0,4.0,34.0,52.5,Jonathan Dickinson SP FL,23.1,False,True,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Nampa,ID,117350,33.5,"Nampa, ID",43.578038,-116.561689,,,67346.0,289400.0,54.5,12.5,65.7,43.4,90.4,27.5,7.98,36.7,17.0,Boise,18.1,Zoo Boise,6.0,The Haunted World,283.2,Crater Lake NP,60.6,Boise NF ID,none,381.4,2490.0,1.0,14.5,132.7,Hells Canyon NRA ID,62.9,True,True,True,4,100.0,0,0,0,0,0,0,0.0,foothills
Menifee,CA,117041,46.5,"Menifee, CA",33.686443,-117.177044,,,87871.0,442600.0,66.4,19.1,79.2,53.7,95.0,42.8,12.22,59.1,35.3,Ontario California,11.9,Sugarplum Zoo,8.8,Mulligan Family Fun Center,74.6,Joshua Tree NP,38.3,Cleveland NF CA,ocean,35.9,1424.0,7.0,53.0,28.6,Mount San Jacinto SP CA,52.2,False,True,True,2,50.0,2,2,2,1,2,9,90.0,coastal
Las Cruces,NM,116998,76.9,"Las Cruces, NM",32.314035,-106.779807,229366.0,"Las Cruces, NM MSA",51013.0,197200.0,65.3,18.5,77.8,52.9,95.4,34.6,7.4,33.7,42.1,El Paso,62.6,Alameda Park Zoo,33.1,Adventure Zone,42.0,White Sands NP,88.3,Lincoln NF NM,none,608.8,3904.0,2.0,42.0,342.8,Palo Duro Canyon SP TX,60.8,True,True,True,4,100.0,0,0,0,0,0,0,0.0,desert
Clearwater,FL,116811,26.1,"Clearwater, FL",27.965853,-82.800103,3424560.0,,59358.0,287900.0,73.7,23.2,79.5,67.9,86.1,57.5,11.02,52.7,16.3,Tampa,15.3,Big Cat Rescue Experience,4.7,Celebration Station,218.8,Everglades NP,110.2,Ocala NF FL,ocean,13.0,36.0,1.0,23.5,61.0,Myakka River SP FL,28.6,False,True,False,1,25.0,1,1,0,1,0,3,30.0,coastal
West Jordan,UT,116688,32.3,"West Jordan, UT",40.606134,-111.939521,,,99002.0,412100.0,53.6,12.0,62.8,44.4,88.1,26.5,11.0,52.6,12.8,Salt Lake City,0.8,Little Buckaroo Petting Zoo,0.8,Richochet Canyon Amusement Park,168.3,Great Basin NP,34.2,Wasatch Cache NF UT,none,581.1,4380.0,4.0,35.0,36.7,Antelope Island SP UT,61.6,True,True,True,4,100.0,0,0,1,1,1,3,30.0,mountains
New Braunfels,TX,116477,45.2,"New Braunfels, TX",29.702827,-98.125735,2763006.0,,85827.0,290800.0,70.0,21.1,79.3,60.7,92.8,45.9,10.47,49.8,23.8,San Antonio Intl,12.9,Natural Bridge Wildlife Ranch,0.4,Schlitterbahn East,189.7,Padre Island NS,171.5,Sam Houston NF TX,none,138.2,643.0,2.0,12.0,88.9,Lost Maples SP TX,46.9,False,True,True,2,50.0,0,0,1,0,0,1,10.0,plains
Manchester,NH,116386,33.1,"Manchester, NH",42.99564,-71.454789,430462.0,,74040.0,304700.0,49.7,9.8,58.7,40.7,81.6,20.2,7.22,32.7,49.0,Logan Boston,7.6,Joppa Hill Farm,7.9,Mel's Funway Park,107.9,Cape Cod NS,398.3,Allegheny NF PA,none,53.3,262.0,3.0,14.5,76.3,White Mountain NF NH,61.4,True,True,True,4,100.0,1,1,1,1,1,5,50.0,plains
Miami Gardens,FL,116173,18.2,"Miami Gardens, FL",25.942038,-80.245604,,,56071.0,299700.0,76.3,24.6,83.1,69.5,87.7,61.8,12.66,61.4,10.4,Miami,4.3,Unknown,11.6,Jungle Island,33.7,Biscayne NP,250.1,Ocala NF FL,ocean,13.3,16.0,4.0,48.0,71.9,Fakahatchee Strand SP FL,25.9,False,True,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Waterbury,CT,115908,28.5,"Waterbury, CT",41.553809,-73.043836,462220.0,,51451.0,162800.0,51.5,10.8,59.8,43.2,80.8,24.6,10.08,47.8,32.5,Hartford Bradley,24.2,Silverman's Animal Farm,5.8,Quassy Amusement Park,63.9,Fire Island NS,308.6,Allegheny NF PA,none,57.0,315.0,4.0,25.0,60.1,Harriman State Park NY,56.2,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
Provo,UT,115479,41.7,"Provo, UT",40.233729,-111.658709,760531.0,,57943.0,391500.0,50.9,10.5,61.1,40.7,86.9,21.8,10.79,51.5,41.9,Salt Lake City,17.9,Curiosity Farms,15.6,Trafalga Family Fun Center Lehi,150.2,Capitol Reef NP,37.3,Wasatch Cache NF UT,none,571.9,4567.0,4.0,35.0,66.2,Antelope Island SP UT,65.1,True,True,True,4,100.0,0,0,1,1,1,3,30.0,mountains
Evansville,IN,115395,47.4,"Evansville, IN",37.970495,-87.571564,271793.0,"Evansville, IN MSA",49853.0,121100.0,58.4,14.7,66.8,50.0,86.0,30.7,7.09,32.1,101.1,Louisville,2.6,Mesker Park Zoo & Botanical Garden,37.4,Holiday World & Splashin' Safari,97.2,Mammoth Cave NP,67.7,Hoosier NF IN,none,257.3,404.0,4.0,29.0,96.7,Mammoth Cave Area KY,55.3,True,True,True,4,100.0,1,0,1,0,0,2,20.0,plains
Richmond,CA,115353,30.1,"Richmond, CA",37.935758,-122.347748,,,86618.0,624800.0,58.8,14.9,66.4,51.2,72.8,45.0,8.39,38.9,21.8,San Francisco,15.3,Tava's Jungleland,9.5,Skystar Wheel - Fisherman’s Wharf,30.1,Point Reyes NS,131.0,Eldorado NF CA,ocean,8.7,46.0,2.0,47.0,69.1,Salt Point SP CA,27.8,False,False,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Westminster,CO,115302,31.6,"Westminster, CO",39.836653,-105.037205,,,90651.0,467200.0,50.1,10.1,63.2,37.0,86.9,18.4,10.53,50.2,19.4,Denver,3.8,Butterfly Pavilion,2.5,Urban Air Trampoline and Adventure Park,48.9,Rocky Mountain NP,61.0,Arapaho Roosevelt NF CO,none,808.4,5397.0,8.0,59.0,12.8,Red Rocks Park CO,68.5,True,True,True,4,100.0,1,1,1,1,1,5,50.0,mountains
Elgin,IL,114701,38.0,"Elgin, IL",42.03726,-88.281099,9408576.0,,85998.0,242500.0,50.3,10.2,58.6,42.1,81.7,19.7,11.94,57.6,19.7,O'Hare Chicago,1.1,Farm Zoo,3.9,Santa's Village AZoosment Park,68.7,Indiana Dunes NP,195.4,Huron Manistee NF MI,great_lakes,35.1,751.0,3.0,31.5,63.0,Starved Rock SP IL,62.0,True,True,True,4,100.0,1,2,1,1,1,6,60.0,great_lakes
Conroe,TX,114581,72.0,"Conroe, TX",30.311877,-95.456051,,,71630.0,262500.0,69.2,20.7,77.6,60.7,90.4,46.5,9.08,42.5,23.3,George Bush Houston,25.5,Old McDonald’s Farm,3.4,Houston Karting Complex,254.1,Padre Island NS,26.9,Sam Houston NF TX,none,99.7,223.0,2.0,20.0,250.8,Lost Maples SP TX,43.9,False,True,True,2,50.0,1,1,1,0,1,4,40.0,plains
Greeley,CO,114363,48.9,"Greeley, CO",40.423314,-104.709132,369745.0,"Greeley, CO MSA",65525.0,346400.0,51.5,10.8,64.9,38.0,88.0,20.3,7.32,33.3,39.2,Denver,16.1,Swetsville Zoo,20.9,Fort Fun,51.7,Rocky Mountain NP,57.7,Arapaho Roosevelt NF CO,none,769.1,4678.0,4.0,40.0,28.6,Lory SP CO,67.7,True,True,True,4,100.0,1,1,1,1,1,5,50.0,mountains
Lansing,MI,114336,39.1,"Lansing, MI",42.733825,-84.55463,479971.0,,50747.0,112200.0,49.9,9.9,58.3,41.5,81.3,21.2,9.02,42.2,50.2,Grand Rapids,1.8,Potter Park Zoo,51.8,German Park,148.3,Indiana Dunes NP,99.5,Huron Manistee NF MI,none,94.0,863.0,1.0,17.5,152.3,Indiana Dunes SP IN,60.1,True,True,True,4,100.0,1,1,1,1,0,4,40.0,plains
Buckeye,AZ,114334,393.0,"Buckeye, AZ",33.37032,-112.583776,,,94188.0,341700.0,75.2,24.0,87.2,63.2,105.9,45.2,10.1,47.9,33.6,Phoenix Sky Harbor,15.7,World Wildlife Zoo,21.0,Mattel Adventure Park,118.7,Saguaro NP,78.0,Prescott NF AZ,none,271.9,886.0,2.0,15.0,221.8,Anza Borrego SP CA,60.7,False,True,True,2,50.0,0,1,1,0,0,2,20.0,desert
Tuscaloosa,AL,114288,61.9,"Tuscaloosa, AL",33.209561,-87.567526,281963.0,"Tuscaloosa, AL MSA",47257.0,228300.0,65.5,18.6,74.7,56.2,88.9,41.2,6.17,27.2,53.0,Birmingham,34.6,Cahaba Critters Animal Farm,34.9,Alabama Adventure & Splash Adventure,285.8,Great Smoky Mountains NP,91.0,Talladega NF AL,none,207.4,243.0,1.0,10.5,143.9,DeSoto SP AL,47.7,False,True,True,2,50.0,0,0,0,0,0,0,0.0,lowlands
Allen,TX,113746,26.4,"Allen, TX",33.103174,-96.67055,,,121259.0,390200.0,65.8,18.8,74.3,57.3,90.2,40.2,7.18,32.5,20.5,Dallas Love Field,23.2,Texas Discovery Gardens,8.3,KidZania,230.5,Hot Springs NP,179.3,Sam Houston NF TX,none,280.3,663.0,0.0,2.0,285.8,Lost Maples SP TX,50.0,False,True,True,2,50.0,1,1,1,1,1,5,50.0,plains
Carlsbad,CA,113575,37.8,"Carlsbad, CA",33.158093,-117.350597,3298799.0,,134139.0,1070500.0,62.3,16.8,67.5,57.0,72.4,48.8,12.08,58.3,30.6,San Diego,7.5,Unknown,3.0,LEGOLAND Water Park,97.1,Joshua Tree NP,38.9,Cleveland NF CA,ocean,4.1,59.0,7.0,63.0,18.0,Torrey Pines SP CA,23.6,False,False,False,1,25.0,0,1,0,0,1,2,20.0,coastal
Everett,WA,113011,33.2,"Everett, WA",47.979344,-122.212701,,,77806.0,471200.0,50.6,10.3,57.7,43.6,71.4,34.1,10.5,50.0,36.8,Seattle-Tacoma,1.5,Animal Farm,27.5,Remlinger Farms,65.8,Olympic NP,33.1,Mt Baker NF WA,ocean,18.2,102.0,8.0,60.0,34.1,Deception Pass SP WA,37.3,True,False,False,1,25.0,1,1,0,1,1,4,40.0,coastal
Springfield,IL,112949,61.1,"Springfield, IL",39.799017,-89.643957,206308.0,"Springfield, IL MSA",62419.0,147700.0,54.4,12.4,62.9,45.9,83.6,24.3,9.5,44.7,82.3,St. Louis Lambert,5.9,Henson Robinson Zoo,2.3,Adventure Village,86.1,Gateway Arch NP,165.0,Shawnee NF IL,none,172.8,604.0,1.0,16.5,109.0,Starved Rock SP IL,59.3,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
Beaumont,TX,112893,82.5,"Beaumont, TX",30.082934,-94.098428,398733.0,,53745.0,150400.0,69.6,20.9,77.0,62.1,88.3,48.3,6.82,30.6,74.5,George Bush Houston,14.9,Gator Country Wildlife Adventure Park,4.9,Colorado Canyon,289.4,Padre Island NS,77.2,Angelina NF TX,ocean,22.8,33.0,2.0,19.0,330.6,Lost Maples SP TX,40.0,False,True,True,2,50.0,1,1,1,0,1,4,40.0,coastal
Murrieta,CA,112539,33.6,"Murrieta, CA",33.560832,-117.210656,,,106925.0,567700.0,66.3,19.1,78.3,54.4,91.8,43.9,12.22,59.1,38.7,John Wayne Orange County,9.0,Sugarplum Zoo,0.5,Mulligan Family Fun Center,78.4,Joshua Tree NP,34.6,Cleveland NF CA,ocean,27.2,1125.0,7.0,48.0,33.7,Mount San Jacinto SP CA,47.9,False,True,True,2,50.0,2,2,2,1,2,9,90.0,coastal
Rio Rancho,NM,112524,103.4,"Rio Rancho, NM",35.310823,-106.684745,,,78978.0,246700.0,57.0,13.9,68.6,45.5,90.1,26.3,8.82,41.2,19.1,Albuquerque,14.8,"ABQ BioPark: Zoo, Aquarium, Botanic Garden",7.8,New Mexico Slaughter House,163.8,Mesa Verde NP,27.9,Cibola NF NM,none,629.5,5600.0,2.0,30.0,175.8,Ute Mountain SP CO,63.8,True,True,True,4,100.0,0,0,0,0,0,0,0.0,desert
Temecula,CA,112431,37.3,"Temecula, CA",33.494635,-117.147366,,,111881.0,604300.0,64.7,18.2,76.4,53.0,88.2,43.8,12.22,59.1,43.4,John Wayne Orange County,6.4,Sugarplum Zoo,5.5,Mulligan Family Fun Center,76.4,Joshua Tree NP,29.1,Cleveland NF CA,ocean,25.0,1047.0,7.0,48.0,33.3,Mount San Jacinto SP CA,44.4,False,True,True,2,50.0,2,2,2,1,2,9,90.0,coastal
Concord,NC,112395,63.5,"Concord, NC",35.409418,-80.580005,2883370.0,,83480.0,288100.0,62.4,16.9,71.6,53.2,87.4,37.4,8.22,38.0,24.5,Charlotte Douglas,16.7,Lazy 5 Ranch,10.8,Carolina Renaissance Festival,52.2,Blue Ridge Parkway,102.1,Sumter NF SC,none,178.7,715.0,2.0,25.0,62.3,Cheraw SP SC,50.0,False,True,True,2,50.0,1,0,1,0,1,3,30.0,hills
Tyler,TX,112219,57.5,"Tyler, TX",32.35126,-95.301062,249091.0,"Tyler, TX MSA",63056.0,205200.0,66.8,19.3,75.7,57.9,91.5,41.8,7.17,32.5,96.7,Dallas Love Field,2.0,Caldwell Zoo,3.7,Camp Ford,198.5,Hot Springs NP,102.4,Angelina NF TX,none,194.4,554.0,0.0,7.0,309.6,Lost Maples SP TX,49.7,False,True,True,2,50.0,0,0,0,0,0,0,0.0,plains
Davie,FL,112052,34.9,"Davie, FL",26.062866,-80.233104,,,84346.0,405100.0,76.3,24.6,83.2,69.3,87.7,61.6,10.47,49.8,5.0,Fort Lauderdale,12.6,Unknown,10.2,Xtreme Action Park,41.8,Biscayne NP,242.7,Ocala NF FL,ocean,19.9,7.0,4.0,48.0,65.0,Jonathan Dickinson SP FL,26.1,False,True,False,1,25.0,1,1,1,1,1,5,50.0,coastal
South Fulton,GA,112003,85.2,"South Fulton, GA",33.590266,-84.671229,,,77488.0,242200.0,63.1,17.3,72.0,54.2,85.9,39.7,7.59,34.7,14.5,Hartsfield-Jackson Atlanta,14.0,L&R Alpaca Haven Farm,14.1,Six Flags Over Georgia,154.8,Great Smoky Mountains NP,79.3,Talladega NF AL,none,257.0,932.0,5.0,24.5,30.8,Stone Mountain SP GA,46.2,False,True,True,2,50.0,1,1,1,0,1,4,40.0,hills
Peoria,IL,111696,48.0,"Peoria, IL",40.693861,-89.589101,364565.0,"Peoria, IL MSA",58068.0,146700.0,53.0,11.7,61.3,44.7,83.3,22.1,8.87,41.4,121.8,Midway Chicago,1.8,Peoria Zoo,3.0,Kartville,146.2,Gateway Arch NP,224.4,Shawnee NF IL,none,129.1,502.0,1.0,15.5,51.9,Starved Rock SP IL,61.2,True,True,True,4,100.0,0,1,1,0,0,2,20.0,plains
Sparks,NV,111520,36.4,"Sparks, NV",39.540468,-119.748723,,,82938.0,423500.0,54.0,12.2,64.9,43.1,88.2,28.8,10.98,52.5,3.0,Reno-Tahoe,3.4,Unknown,76.4,Lassen County Fairgrounds,110.6,Lassen Volcanic NP,43.5,Tahoe NF CA,none,186.8,4419.0,4.0,39.0,31.4,Lake Tahoe NV SP,59.4,True,True,True,4,100.0,0,0,0,0,0,0,0.0,mountains
Gresham,OR,111507,23.5,"Gresham, OR",45.497862,-122.432988,,,69437.0,411700.0,53.0,11.7,62.0,44.0,78.9,35.3,11.47,55.1,10.1,Portland,13.6,Oregon Zoo,11.3,Oaks Amusement Park,101.3,Mount Rainier NP,33.7,Mt Hood NF OR,none,76.1,315.0,3.0,35.5,25.2,Columbia River Gorge OR,43.6,False,True,True,2,50.0,0,0,1,0,1,2,20.0,valley
Santa Maria,CA,111346,22.8,"Santa Maria, CA",34.95313,-120.435857,444500.0,,81237.0,438100.0,60.5,15.8,72.0,49.0,78.6,43.3,10.5,50.0,129.3,Burbank Hollywood,37.8,Charles Paddock Zoo,84.6,Golf 'N' Stuff,75.2,Channel Islands NP,37.9,Los Padres NF CA,ocean,38.3,220.0,2.0,44.0,120.5,Big Sur CA,35.3,False,True,False,1,25.0,0,0,0,0,0,0,0.0,coastal
Pueblo,CO,111166,55.4,"Pueblo, CO",38.263995,-104.614187,169866.0,"Pueblo, CO MSA",52794.0,197700.0,56.1,13.4,69.1,43.2,91.1,24.9,7.24,32.8,37.7,Colorado Springs,2.4,Pueblo Zoo,2.2,The Rides at City Park,61.4,Great Sand Dunes NP,50.8,Pike San Isabel NF CO,none,798.1,4669.0,4.0,35.0,46.5,Garden of the Gods CO,66.2,True,True,True,4,100.0,1,1,1,1,1,5,50.0,mountains
Hillsboro,OR,110337,25.7,"Hillsboro, OR",45.522894,-122.989827,2537904.0,,98891.0,452300.0,53.0,11.7,62.3,43.7,80.2,34.4,12.75,61.8,19.7,Portland,9.8,Portland Goat Parties,16.3,Oaks Amusement Park,111.6,Mount Rainier NP,59.9,Mt Hood NF OR,ocean,49.1,213.0,3.0,29.5,49.5,Columbia River Gorge OR,45.8,True,True,True,4,100.0,0,0,1,0,1,2,20.0,coastal
Edison,NJ,110002,30.1,"Edison, NJ",40.500535,-74.398394,,,,,55.3,12.9,63.6,47.1,83.9,28.6,11.87,57.2,17.6,Newark Liberty,7.2,Animal Haven,2.0,Supercharged Entertainment,65.5,Fire Island NS,252.0,Allegheny NF PA,ocean,25.1,105.0,6.0,33.0,46.7,Delaware Water Gap NRA,55.3,True,True,True,4,100.0,0,0,0,0,0,0,0.0,coastal
Sugar Land,TX,109851,40.5,"Sugar Land, TX",29.619679,-95.634946,,,132247.0,387900.0,70.7,21.5,78.6,62.8,90.3,49.1,10.14,48.1,31.2,George Bush Houston,12.3,Unknown,6.2,REDRUM Fear Park,207.3,Padre Island NS,74.9,Sam Houston NF TX,none,105.1,79.0,1.0,8.5,238.7,Lost Maples SP TX,41.2,False,True,True,2,50.0,1,1,1,0,1,4,40.0,plains
Ventura,CA,109831,21.9,"Ventura, CA",34.445825,-119.077936,835427.0,,,,62.2,16.8,73.0,51.4,83.9,40.9,11.69,56.3,44.5,Burbank Hollywood,16.9,America's Teaching Zoo,15.2,Golf 'N' Stuff,50.2,Channel Islands NP,62.4,Angeles NF CA,ocean,45.2,1470.0,2.0,36.0,143.4,Mount San Jacinto SP CA,43.0,False,True,True,2,50.0,2,2,2,1,2,9,90.0,coastal
Downey,CA,109368,12.4,"Downey, CA",33.940444,-118.129285,,,84236.0,679000.0,65.8,18.8,76.5,55.0,85.0,45.5,12.22,59.1,8.6,Long Beach,5.7,Montebello Barnyard Zoo,1.6,Golf N' Stuff,94.8,Channel Islands NP,25.9,Angeles NF CA,ocean,19.3,125.0,6.0,53.0,82.7,Mount San Jacinto SP CA,39.5,False,True,False,1,25.0,2,2,2,1,2,9,90.0,coastal
Costa Mesa,CA,109131,15.8,"Costa Mesa, CA",33.663339,-117.903317,,,104981.0,959800.0,62.0,16.7,68.0,56.1,73.1,48.6,10.93,52.3,2.2,John Wayne Orange County,3.4,The Reptile Zoo,4.0,Boomers! Irvine,110.4,Channel Islands NP,44.2,Angeles NF CA,ocean,23.0,85.0,6.0,44.0,63.1,Torrey Pines SP CA,24.5,False,False,False,1,25.0,2,2,2,1,2,9,90.0,coastal
Centennial,CO,108853,29.7,"Centennial, CO",39.579155,-104.876923,3052498.0,,124617.0,586500.0,50.9,10.5,63.4,38.3,86.1,20.5,10.53,50.2,22.0,Denver,6.4,Unknown,13.4,Urban Air Trampoline and Adventure Park,67.9,Rocky Mountain NP,80.2,Arapaho Roosevelt NF CO,none,813.7,5833.0,7.0,51.0,19.1,Red Rocks Park CO,65.6,True,True,True,4,100.0,1,1,1,1,1,5,50.0,mountains
Edinburg,TX,108733,44.7,"Edinburg, TX",26.301398,-98.16245,914820.0,,54139.0,159600.0,76.9,24.9,86.0,67.9,95.2,55.7,7.18,32.5,9.9,McAllen,15.4,National Butterfly Center,47.8,Bobz World,70.1,Padre Island NS,343.5,Sam Houston NF TX,none,61.4,105.0,1.0,15.5,245.8,Garner SP TX,39.5,False,True,False,1,25.0,0,0,0,0,0,0,0.0,plains
Spokane Valley,WA,108267,37.7,"Spokane Valley, WA",47.65711,-117.261394,604962.0,,66483.0,307700.0,49.0,9.4,58.3,39.7,81.5,25.2,11.19,53.6,13.0,Spokane,10.4,Unknown,9.6,Wonderland Family Fun Center,178.8,Glacier NP,60.0,Idaho Panhandle NF,none,235.3,1998.0,3.0,29.5,18.4,Mt Spokane SP WA,56.3,True,True,True,4,100.0,1,1,0,1,1,4,40.0,mountains
Jurupa Valley,CA,108154,42.9,"Jurupa Valley, CA",33.979847,-117.451575,,,91562.0,481500.0,67.1,19.5,79.9,54.3,93.7,44.8,12.22,59.1,10.1,Ontario California,21.4,Orange County Zoo,5.4,Castle Amusement Park,89.4,Joshua Tree NP,38.4,Angeles NF CA,none,52.5,892.0,7.0,47.0,44.9,Mount San Jacinto SP CA,48.9,False,True,True,2,50.0,2,2,2,1,2,9,90.0,desert
Bend,OR,106926,33.6,"Bend, OR",44.058173,-121.31531,264407.0,"Bend, OR MSA",82671.0,576900.0,48.9,9.4,59.2,38.5,79.3,28.0,9.38,44.1,123.0,Portland,20.9,Crescent Moon Ranch,2.0,Sun Mountain Fun Center,86.6,Crater Lake NP,20.1,Deschutes NF OR,none,143.0,3632.0,5.0,39.5,89.2,Crater Lake OR area,51.3,True,True,True,4,100.0,0,0,1,0,1,2,20.0,mountains
West Covina,CA,106920,16.0,"West Covina, CA",34.068621,-117.938953,,,96219.0,664500.0,66.0,18.9,78.6,53.3,90.7,44.5,12.22,59.1,19.4,Ontario California,9.4,Montebello Barnyard Zoo,13.7,Golf N' Stuff,105.6,Channel Islands NP,16.3,Angeles NF CA,ocean,32.5,390.0,5.0,42.5,73.5,Mount San Jacinto SP CA,46.2,False,True,True,2,50.0,2,2,2,1,2,9,90.0,coastal
Boulder,CO,106803,26.3,"Boulder, CO",40.014986,-105.270545,330262.0,"Boulder, CO MSA",80243.0,919700.0,48.3,9.1,60.1,36.5,83.2,19.4,12.35,59.7,33.5,Denver,7.9,My Nature Lab,13.1,Frightmare Compound,31.5,Rocky Mountain NP,43.6,Arapaho Roosevelt NF CO,none,809.9,5331.0,7.0,61.0,22.1,Red Rocks Park CO,63.8,True,True,True,4,100.0,1,1,1,1,1,5,50.0,mountains
Palm Coast,FL,106729,95.4,"Palm Coast, FL",29.554143,-81.220767,,,68824.0,283300.0,72.1,22.3,79.1,65.0,87.2,53.9,10.47,49.8,70.5,Jacksonville,23.0,Saint Augustine Alligator Farm Zoological Park,26.0,Daytona Beach Screamer's Park,284.5,Biscayne NP,39.1,Ocala NF FL,ocean,6.1,39.0,2.0,33.0,97.9,Ichetucknee Springs SP FL,33.3,False,True,False,1,25.0,0,0,0,0,0,0,0.0,coastal
Lee's Summit,MO,106419,63.9,"Lee's Summit, MO",38.910716,-94.38213,,,103447.0,291400.0,56.1,13.4,64.6,47.6,85.6,26.0,8.58,39.9,32.1,Kansas City,10.0,Kansas City Zoo & Aquarium,19.0,Worlds of Fun,227.5,Gateway Arch NP,196.5,Mark Twain NF MO,none,411.2,1047.0,0.0,2.0,329.3,Starved Rock SP IL,59.6,True,True,True,4,100.0,1,1,0,0,1,3,30.0,hills
Dearborn,MI,106377,24.2,"Dearborn, MI",42.32226,-83.176315,4400578.0,,64600.0,189400.0,51.2,10.7,59.3,43.0,81.8,23.3,8.97,41.9,11.7,Detroit Metro,8.5,Taylor Petting Farm,5.5,Midway Sports & Entertainment,109.8,Cuyahoga Valley NP,164.9,Huron Manistee NF MI,none,61.3,604.0,0.0,11.0,157.9,Presque Isle SP PA,58.5,True,True,True,4,100.0,1,1,1,1,0,4,40.0,plains
