city,state,population,metro_population,median_household_income,median_home_price,lat,lon,avg_temp_f,avg_temp_c,avg_high_f,avg_low_f,avg_summer_high_f,avg_winter_low_f,walkability_score,walkability_score_100,dist_airport_miles,nearest_airport,dist_zoo_miles,nearest_zoo,dist_theme_park_miles,nearest_theme_park,dist_natl_park_miles,nearest_natl_park,dist_natl_forest_miles,nearest_natl_forest,coastline_type,dist_coast_miles,elevation_ft,parks_within_100mi,nature_score,dist_state_park_miles,nearest_state_park,temp_range_f,has_winter,has_summer,has_spring_fall,seasons_count,seasons_score,nfl_teams,mlb_teams,nba_teams,nhl_teams,mls_teams,total_pro_teams,sports_score,environment_type
Berkeley,CA,124321,4648486.0,104716.0,1280300.0,37.8708393,-122.272863,58.1,14.5,66.6,49.6,73.1,43.4,13.14,63.9,18.2,San Francisco,10.9,Oakland Zoo,4.3,Children's Fairyland,35.4,Point Reyes NS,129.6,Eldorado NF CA,ocean,8.5,167.0,3.0,48.5,75.2,Salt Point SP CA,29.7,False,False,False,1.0,25.0,1,1,1,1,1,5,50.0,coastal
Ann Arbor,MI,123851,373875.0,78546.0,416500.0,42.2813722,-83.7484616,50.2,10.1,58.4,41.9,80.9,21.8,10.24,48.6,20.7,Detroit Metro,25.8,Taylor Petting Farm,6.4,German Park,132.1,Cuyahoga Valley NP,148.0,Huron Manistee NF MI,none,76.4,837.0,0.0,11.0,179.0,Indiana Dunes SP IN,59.1,True,True,True,4.0,100.0,1,1,1,1,0,4,40.0,plains
Independence,MO,123011,2253579.0,57415.0,150800.0,39.0924792,-94.4137923,56.2,13.4,64.8,47.5,86.1,25.5,8.58,39.9,21.4,Kansas City,8.6,Kansas City Zoo & Aquarium,6.8,Worlds of Fun,230.3,Gateway Arch NP,205.5,Mark Twain NF MO,none,406.5,1017.0,0.0,0.0,323.4,Effigy Mounds IA,60.6,True,True,True,4.0,100.0,1,1,0,0,1,3,30.0,hills
Rochester,MN,121395,230742.0,83973.0,268800.0,44.0234387,-92.4630182,46.3,7.9,54.6,37.9,80.1,11.0,9.44,44.4,70.3,Minneapolis-Saint Paul,10.1,Bison Pen,1.4,County Fair Midway,308.6,Voyageurs NP,172.2,Nicolet NF WI,none,192.6,1004.0,1.0,5.5,89.9,Effigy Mounds IA,69.1,True,True,True,4.0,100.0,1,1,1,1,1,5,50.0,plains
Lafayette,LA,121374,419704.0,58850.0,234900.0,30.2262187,-92.0178202,69.3,20.7,77.0,61.6,87.9,47.9,7.67,35.1,106.6,New Orleans,8.9,Zoosiana,5.4,Kart Ranch,302.0,Hot Springs NP,146.2,Angelina NF TX,none,63.8,46.0,0.0,6.0,264.3,Gulf State Park AL,40.0,False,True,True,2.0,50.0,1,0,1,0,0,2,20.0,lowlands
Hartford,CT,121054,1169048.0,41841.0,198900.0,41.764582,-72.6908547,52.5,11.4,61.4,43.5,82.7,24.6,10.02,47.5,12.0,Hartford Bradley,8.9,Lutz Animal Room,6.1,Stone Age Mini Golf @ Nmad's,81.9,Fire Island NS,326.5,Allegheny NF PA,ocean,48.1,66.0,4.0,34.0,58.7,Mohawk Trail SP MA,58.1,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
College Station,TX,120511,287462.0,52397.0,305800.0,30.6183939,-96.3455991,69.7,20.9,78.7,60.7,92.9,45.4,7.0,31.6,74.2,George Bush Houston,61.0,Columbus Zoo,10.1,Santa's Wonderland,254.8,Padre Island NS,50.7,Sam Houston NF TX,none,156.8,364.0,1.0,8.5,202.7,Lost Maples SP TX,47.5,False,True,True,2.0,50.0,0,0,0,0,1,1,10.0,plains
Clovis,CA,120124,1189557.0,98554.0,420700.0,36.8252277,-119.7029194,66.1,18.9,79.2,53.0,101.0,38.9,7.84,36.0,3.5,Fresno Yosemite,8.2,Fresno Chaffee Zoo,6.8,Wild Water Adventures,63.8,Kings Canyon NP,34.1,Sierra NF CA,none,118.9,364.0,6.0,44.0,122.1,Big Sur CA,62.1,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,valley
Fairfield,CA,119881,455101.0,98857.0,546200.0,38.2493581,-122.039966,61.2,16.2,71.6,50.8,83.3,42.6,7.08,32.0,39.2,Sacramento,13.1,Tava's Jungleland,4.9,Scandia Golfland,47.8,Point Reyes NS,106.7,Eldorado NF CA,ocean,34.8,16.0,2.0,44.0,72.5,Salt Point SP CA,40.7,False,True,True,2.0,50.0,1,1,1,1,1,5,50.0,coastal
Palm Bay,FL,119760,658447.0,62538.0,226200.0,27.9946969,-80.6366144,74.3,23.5,80.8,67.7,87.0,58.3,10.04,47.6,50.8,Orlando,16.6,Brevard Zoo,4.1,Andretti Thrill Park,173.4,Biscayne NP,114.3,Ocala NF FL,ocean,2.3,33.0,1.0,29.5,76.0,Jonathan Dickinson SP FL,28.7,False,True,False,1.0,25.0,1,1,0,1,0,3,30.0,coastal
Richardson,TX,119469,8344032.0,94362.0,379800.0,32.9481789,-96.7297206,66.1,18.9,74.8,57.5,90.7,40.3,9.08,42.5,9.9,Dallas Love Field,12.0,Texas Discovery Gardens,3.7,Adventure Landing,238.4,Hot Springs NP,171.0,Sam Houston NF TX,none,273.9,630.0,0.0,2.0,275.3,Lost Maples SP TX,50.4,False,True,True,2.0,50.0,1,1,1,1,1,5,50.0,plains
Round Rock,TX,119468,2550637.0,91888.0,337500.0,30.5085915,-97.6788056,68.6,20.3,77.7,59.6,91.7,44.3,9.75,46.1,21.4,Austin-Bergstrom,15.7,Sweet Eats Adventure Farm & Petting Zoo,3.3,Austin’s Park,240.3,Padre Island NS,130.5,Sam Houston NF TX,none,187.3,738.0,0.0,4.0,124.9,Lost Maples SP TX,47.4,False,True,True,2.0,50.0,0,0,0,0,1,1,10.0,plains
Cambridge,MA,118403,5025517.0,121539.0,997600.0,42.3656347,-71.1040018,51.8,11.0,59.8,43.7,80.8,24.6,11.89,57.3,4.8,Logan Boston,4.2,Franklin Park Zoo,2.4,LEGOLAND Discovery Center,65.8,Cape Cod NS,409.9,Allegheny NF PA,ocean,7.0,26.0,2.0,30.0,93.2,Mohawk Trail SP MA,56.2,True,True,True,4.0,100.0,1,1,1,1,1,5,50.0,coastal
Meridian,ID,117635,845877.0,93296.0,425800.0,43.6086295,-116.392326,54.3,12.4,65.8,42.8,90.4,27.1,5.78,25.2,9.0,Boise,9.5,Zoo Boise,1.2,Wahooz,286.3,Grand Teton NP,52.2,Boise NF ID,none,386.4,2608.0,2.0,16.0,130.7,Hells Canyon NRA ID,63.3,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,foothills
West Palm Beach,FL,117415,6457988.0,64044.0,324800.0,26.715364,-80.0532942,76.3,24.6,81.0,71.7,85.8,64.4,10.47,49.8,3.4,Palm Beach,3.4,Palm Beach Zoo & Conservation Society,16.8,Safari World,88.0,Biscayne NP,207.5,Ocala NF FL,ocean,3.5,20.0,2.0,47.0,19.8,Jonathan Dickinson SP FL,21.4,False,True,False,1.0,25.0,1,1,1,1,1,5,50.0,coastal
Evansville,IN,117298,271793.0,49853.0,121100.0,37.970495,-87.5715641,58.4,14.7,66.8,50.0,86.0,30.7,7.09,32.1,101.1,Louisville,2.6,Mesker Park Zoo & Botanical Garden,37.4,Holiday World & Splashin' Safari,97.2,Mammoth Cave NP,67.7,Hoosier NF IN,none,257.3,404.0,4.0,29.0,96.7,Mammoth Cave Area KY,55.3,True,True,True,4.0,100.0,1,0,1,0,0,2,20.0,plains
Clearwater,FL,117292,3424560.0,59358.0,287900.0,27.9658533,-82.8001026,73.7,23.2,79.5,67.9,86.1,57.5,11.02,52.7,16.3,Tampa,15.3,Big Cat Rescue Experience,4.7,Celebration Station,218.8,Everglades NP,110.2,Ocala NF FL,ocean,13.0,36.0,1.0,23.5,61.0,Myakka River SP FL,28.6,False,True,False,1.0,25.0,1,1,0,1,0,3,30.0,coastal
Billings,MT,117116,192531.0,69692.0,285300.0,45.7874957,-108.49607,48.7,9.3,59.8,37.5,85.9,17.9,7.77,35.6,2.7,Billings,7.1,Unknown,236.8,Funland at the Zoo,138.9,Yellowstone NP,99.1,Gallatin NF MT,none,667.0,3123.0,2.0,26.0,73.1,Beartooth Scenic Highway MT,68.0,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,foothills
West Jordan,UT,116961,1300762.0,99002.0,412100.0,40.6061337,-111.9395211,53.6,12.0,62.8,44.4,88.1,26.5,11.0,52.6,12.8,Salt Lake City,0.8,Little Buckaroo Petting Zoo,0.8,Richochet Canyon Amusement Park,168.3,Great Basin NP,34.2,Wasatch Cache NF UT,none,581.1,4380.0,4.0,35.0,36.7,Antelope Island SP UT,61.6,True,True,True,4.0,100.0,0,0,1,1,1,3,30.0,mountains
Richmond,CA,116448,4648486.0,86618.0,624800.0,37.9357576,-122.347748,58.8,14.9,66.4,51.2,72.8,45.0,8.39,38.9,21.8,San Francisco,15.3,Tava's Jungleland,9.5,Skystar Wheel - Fisherman’s Wharf,30.1,Point Reyes NS,131.0,Eldorado NF CA,ocean,8.7,46.0,2.0,47.0,69.1,Salt Point SP CA,27.8,False,False,False,1.0,25.0,1,1,1,1,1,5,50.0,coastal
Westminster,CO,116317,3052498.0,90651.0,467200.0,39.8366528,-105.0372046,50.1,10.1,63.2,37.0,86.9,18.4,10.53,50.2,19.4,Denver,3.8,Butterfly Pavilion,2.5,Urban Air Trampoline and Adventure Park,48.9,Rocky Mountain NP,61.0,Arapaho Roosevelt NF CO,none,808.4,5397.0,8.0,59.0,12.8,Red Rocks Park CO,68.5,True,True,True,4.0,100.0,1,1,1,1,1,5,50.0,mountains
Manchester,NH,115644,430462.0,74040.0,304700.0,42.9956397,-71.4547891,49.7,9.8,58.7,40.7,81.6,20.2,7.22,32.7,49.0,Logan Boston,7.6,Joppa Hill Farm,7.9,Mel's Funway Park,107.9,Cape Cod NS,398.3,Allegheny NF PA,none,53.3,262.0,3.0,14.5,76.3,White Mountain NF NH,61.4,True,True,True,4.0,100.0,1,1,1,1,1,5,50.0,plains
Lowell,MA,115554,5025517.0,73008.0,362800.0,42.6414437,-71.3085329,51.2,10.7,59.9,42.5,81.8,22.9,11.63,55.9,24.4,Logan Boston,6.7,The Butterfly Place,7.3,Max's Country Golf,85.6,Cape Cod NS,401.5,Allegheny NF PA,ocean,28.4,102.0,2.0,24.0,81.2,Mohawk Trail SP MA,58.9,True,True,True,4.0,100.0,1,1,1,1,1,5,50.0,coastal
Wilmington,NC,115451,480522.0,58908.0,318600.0,34.2352853,-77.9487284,65.5,18.6,72.7,58.3,85.1,43.9,12.25,59.2,122.8,Raleigh-Durham,0.2,Cape Fear Serpentarium,5.3,Jungle Rapids,165.4,Congaree NP,123.5,Francis Marion NF SC,ocean,8.9,39.0,0.0,23.0,115.9,Cheraw SP SC,41.2,False,True,True,2.0,50.0,0,0,0,1,0,1,10.0,coastal
Antioch,CA,115291,4648486.0,90709.0,570900.0,38.0093296,-121.8106925,62.8,17.1,73.2,52.4,88.5,43.4,12.22,59.1,41.0,San Francisco,24.9,Tava's Jungleland,11.6,Pixieland Amusement Park,58.4,Point Reyes NS,103.0,Eldorado NF CA,ocean,35.3,30.0,2.0,33.0,90.6,Salt Point SP CA,45.1,False,True,True,2.0,50.0,1,1,1,1,1,5,50.0,coastal
Beaumont,TX,115282,398733.0,53745.0,150400.0,30.0829344,-94.0984277,69.6,20.9,77.0,62.1,88.3,48.3,6.82,30.6,74.5,George Bush Houston,14.9,Gator Country Wildlife Adventure Park,4.9,Colorado Canyon,289.4,Padre Island NS,77.2,Angelina NF TX,ocean,22.8,33.0,2.0,19.0,330.6,Lost Maples SP TX,40.0,False,True,True,2.0,50.0,1,1,1,0,1,4,40.0,coastal
Provo,UT,115162,760531.0,57943.0,391500.0,40.2337289,-111.6587085,50.9,10.5,61.1,40.7,86.9,21.8,10.79,51.5,41.9,Salt Lake City,17.9,Curiosity Farms,15.6,Trafalga Family Fun Center Lehi,150.2,Capitol Reef NP,37.3,Wasatch Cache NF UT,none,571.9,4567.0,4.0,35.0,66.2,Antelope Island SP UT,65.1,True,True,True,4.0,100.0,0,0,1,1,1,3,30.0,mountains
North Charleston,SC,114852,869940.0,58534.0,243300.0,32.8546197,-79.9748103,67.4,19.7,75.1,59.8,86.4,46.1,9.2,43.2,4.9,Charleston SC,3.1,Animal Forest,8.8,Unknown,79.9,Congaree NP,28.7,Francis Marion NF SC,ocean,5.8,23.0,2.0,43.0,127.3,Cheraw SP SC,40.3,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,coastal
Elgin,IL,114797,9408576.0,85998.0,242500.0,42.03726,-88.2810994,50.3,10.2,58.6,42.1,81.7,19.7,11.94,57.6,19.7,O'Hare Chicago,1.1,Farm Zoo,3.9,Santa's Village AZoosment Park,68.7,Indiana Dunes NP,195.4,Huron Manistee NF MI,great_lakes,35.1,751.0,3.0,31.5,63.0,Starved Rock SP IL,62.0,True,True,True,4.0,100.0,1,2,1,1,1,6,60.0,great_lakes
Carlsbad,CA,114746,3298799.0,134139.0,1070500.0,33.1580933,-117.3505966,62.3,16.8,67.5,57.0,72.4,48.8,12.08,58.3,30.6,San Diego,7.5,Unknown,3.0,LEGOLAND Water Park,97.1,Joshua Tree NP,38.9,Cleveland NF CA,ocean,4.1,59.0,7.0,63.0,18.0,Torrey Pines SP CA,23.6,False,False,False,1.0,25.0,0,1,0,0,1,2,20.0,coastal
Odessa,TX,114428,170022.0,71293.0,193500.0,31.8457149,-102.367687,66.6,19.2,78.2,55.0,94.7,37.5,7.63,34.9,129.2,Lubbock,114.3,Unknown,121.5,Adventure Park,130.2,Carlsbad Caverns NP,199.6,Lincoln NF NM,none,408.1,2907.0,0.0,14.0,214.0,Palo Duro Canyon SP TX,57.2,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
Waterbury,CT,114403,462220.0,51451.0,162800.0,41.5538091,-73.0438362,51.5,10.8,59.8,43.2,80.8,24.6,10.08,47.8,32.5,Hartford Bradley,24.2,Silverman's Animal Farm,5.8,Quassy Amusement Park,63.9,Fire Island NS,308.6,Allegheny NF PA,none,57.0,315.0,4.0,25.0,60.1,Harriman State Park NY,56.2,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Springfield,IL,114394,206308.0,62419.0,147700.0,39.7990175,-89.6439575,54.4,12.4,62.9,45.9,83.6,24.3,9.5,44.7,82.3,St. Louis Lambert,5.9,Henson Robinson Zoo,2.3,Adventure Village,86.1,Gateway Arch NP,165.0,Shawnee NF IL,none,172.8,604.0,1.0,16.5,109.0,Starved Rock SP IL,59.3,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
League City,TX,114392,7796182.0,117316.0,312500.0,29.5074538,-95.0949303,70.5,21.4,77.2,63.8,88.1,50.3,9.08,42.5,36.3,George Bush Houston,6.9,Bayou Safari Wildlife Park,5.3,Kemah Boardwalk,219.9,Padre Island NS,85.7,Sam Houston NF TX,none,74.7,23.0,1.0,12.5,271.8,Lost Maples SP TX,37.8,False,True,False,1.0,25.0,1,1,1,0,1,4,40.0,plains
Downey,CA,114355,12927614.0,84236.0,679000.0,33.9404441,-118.1292846,65.8,18.8,76.5,55.0,85.0,45.5,12.22,59.1,8.6,Long Beach,5.7,Montebello Barnyard Zoo,1.6,Golf N' Stuff,94.8,Channel Islands NP,25.9,Angeles NF CA,ocean,19.3,125.0,6.0,53.0,82.7,Mount San Jacinto SP CA,39.5,False,True,False,1.0,25.0,2,2,2,1,2,9,90.0,coastal
Gresham,OR,114247,2537904.0,69437.0,411700.0,45.4978623,-122.4329883,53.0,11.7,62.0,44.0,78.9,35.3,11.47,55.1,10.1,Portland,13.6,Oregon Zoo,11.3,Oaks Amusement Park,101.3,Mount Rainier NP,33.7,Mt Hood NF OR,none,76.1,315.0,3.0,35.5,25.2,Columbia River Gorge OR,43.6,False,True,True,2.0,50.0,0,0,1,0,1,2,20.0,valley
High Point,NC,114059,800722.0,58582.0,196500.0,35.9556924,-80.0053176,60.8,16.0,69.9,51.8,86.1,35.7,7.08,32.0,68.5,Raleigh-Durham,10.4,MoJo JoJo,9.5,Celebration Station,3.1,Blue Ridge Parkway,90.1,Jefferson NF VA,none,174.0,945.0,3.0,39.5,86.8,Cheraw SP SC,50.4,False,True,True,2.0,50.0,0,0,0,1,0,1,10.0,hills
Broken Arrow,OK,113540,1059803.0,82547.0,210800.0,36.0525993,-95.7908195,61.7,16.5,70.4,53.0,88.9,33.4,8.24,38.1,11.4,Tulsa,12.8,Tulsa Zoo,9.4,Paradise Beach Water Park,187.8,Hot Springs NP,147.3,Ouachita NF AR,none,444.6,761.0,0.0,7.0,342.5,Palo Duro Canyon SP TX,55.5,True,True,True,4.0,100.0,0,0,1,0,0,1,10.0,plains
Peoria,IL,113150,364565.0,58068.0,146700.0,40.6938609,-89.5891008,53.0,11.7,61.3,44.7,83.3,22.1,8.87,41.4,121.8,Midway Chicago,1.8,Peoria Zoo,3.0,Kartville,146.2,Gateway Arch NP,224.4,Shawnee NF IL,none,129.1,502.0,1.0,15.5,51.9,Starved Rock SP IL,61.2,True,True,True,4.0,100.0,0,1,1,0,0,2,20.0,plains
Lansing,MI,112644,479971.0,50747.0,112200.0,42.7338254,-84.5546295,49.9,9.9,58.3,41.5,81.3,21.2,9.02,42.2,50.2,Grand Rapids,1.8,Potter Park Zoo,51.8,German Park,148.3,Indiana Dunes NP,99.5,Huron Manistee NF MI,none,94.0,863.0,1.0,17.5,152.3,Indiana Dunes SP IN,60.1,True,True,True,4.0,100.0,1,1,1,1,0,4,40.0,plains
Lakeland,FL,112641,852878.0,58290.0,207800.0,28.0394654,-81.9498042,73.6,23.1,82.2,65.0,88.0,54.6,8.13,37.5,35.9,Tampa,31.8,Petting zoo,14.8,Unknown,199.5,Biscayne NP,87.3,Ocala NF FL,ocean,35.0,207.0,2.0,28.0,61.7,Myakka River SP FL,33.4,False,True,False,1.0,25.0,1,1,0,1,0,3,30.0,coastal
Pompano Beach,FL,112046,6457988.0,61155.0,293300.0,26.2378597,-80.1247667,76.4,24.7,81.9,70.8,86.5,63.4,12.71,61.6,11.5,Fort Lauderdale,10.7,Sawgrass Nature Center,3.6,Xtreme Action Park,55.4,Biscayne NP,234.5,Ocala NF FL,ocean,30.2,16.0,4.0,34.0,52.5,Jonathan Dickinson SP FL,23.1,False,True,False,1.0,25.0,1,1,1,1,1,5,50.0,coastal
Costa Mesa,CA,111918,12927614.0,104981.0,959800.0,33.6633386,-117.903317,62.0,16.7,68.0,56.1,73.1,48.6,10.93,52.3,2.2,John Wayne Orange County,3.4,The Reptile Zoo,4.0,Boomers! Irvine,110.4,Channel Islands NP,44.2,Angeles NF CA,ocean,23.0,85.0,6.0,44.0,63.1,Torrey Pines SP CA,24.5,False,False,False,1.0,25.0,2,2,2,1,2,9,90.0,coastal
Pueblo,CO,111876,169866.0,52794.0,197700.0,38.263995,-104.6141867,56.1,13.4,69.1,43.2,91.1,24.9,7.24,32.8,37.7,Colorado Springs,2.4,Pueblo Zoo,2.2,The Rides at City Park,61.4,Great Sand Dunes NP,50.8,Pike San Isabel NF CO,none,798.1,4669.0,4.0,35.0,46.5,Garden of the Gods CO,66.2,True,True,True,4.0,100.0,1,1,1,1,1,5,50.0,mountains
Lewisville,TX,111822,8344032.0,82006.0,328300.0,33.046233,-96.994174,66.6,19.2,74.8,58.5,90.8,41.2,9.08,42.5,10.4,Dallas/Fort Worth,23.1,Texas Discovery Gardens,6.2,LEGOLAND Discovery Center Dallas/Fort Worth,249.1,Hot Springs NP,184.0,Sam Houston NF TX,none,288.8,525.0,0.0,2.0,271.5,Lost Maples SP TX,49.6,False,True,True,2.0,50.0,1,1,1,1,1,5,50.0,plains
Miami Gardens,FL,111640,6457988.0,56071.0,299700.0,25.9420377,-80.2456045,76.3,24.6,83.1,69.5,87.7,61.8,12.66,61.4,10.4,Miami,4.3,Unknown,11.6,Jungle Island,33.7,Biscayne NP,250.1,Ocala NF FL,ocean,13.3,16.0,4.0,48.0,71.9,Fakahatchee Strand SP FL,25.9,False,True,False,1.0,25.0,1,1,1,1,1,5,50.0,coastal
Las Cruces,NM,111385,229366.0,51013.0,197200.0,32.3140354,-106.779807,65.3,18.5,77.8,52.9,95.4,34.6,7.4,33.7,42.1,El Paso,62.6,Alameda Park Zoo,33.1,Adventure Zone,42.0,White Sands NP,88.3,Lincoln NF NM,none,608.8,3904.0,2.0,42.0,342.8,Palo Duro Canyon SP TX,60.8,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,desert
Sugar Land,TX,111026,7796182.0,132247.0,387900.0,29.6196787,-95.6349463,70.7,21.5,78.6,62.8,90.3,49.1,10.14,48.1,31.2,George Bush Houston,12.3,Unknown,6.2,REDRUM Fear Park,207.3,Padre Island NS,74.9,Sam Houston NF TX,none,105.1,79.0,1.0,8.5,238.7,Lost Maples SP TX,41.2,False,True,True,2.0,50.0,1,1,1,0,1,4,40.0,plains
Murrieta,CA,110949,4744214.0,106925.0,567700.0,33.560832,-117.210656,66.3,19.1,78.3,54.4,91.8,43.9,12.22,59.1,38.7,John Wayne Orange County,9.0,Sugarplum Zoo,0.5,Mulligan Family Fun Center,78.4,Joshua Tree NP,34.6,Cleveland NF CA,ocean,27.2,1125.0,7.0,48.0,33.7,Mount San Jacinto SP CA,47.9,False,True,True,2.0,50.0,2,2,2,1,2,9,90.0,coastal
Ventura,CA,110763,835427.0,,,34.2783355,-119.293174,60.7,15.9,68.2,53.2,72.4,45.8,11.69,56.3,44.5,Burbank Hollywood,16.9,America's Teaching Zoo,15.2,Golf 'N' Stuff,33.5,Channel Islands NP,74.0,Angeles NF CA,ocean,49.3,36.0,2.0,39.0,149.1,Torrey Pines SP CA,26.6,False,False,False,1.0,25.0,2,2,2,1,2,9,90.0,coastal
Everett,WA,110629,4145494.0,77806.0,471200.0,47.9793437,-122.2127011,50.6,10.3,57.7,43.6,71.4,34.1,10.5,50.0,36.8,Seattle-Tacoma,1.5,Animal Farm,27.5,Remlinger Farms,65.8,Olympic NP,33.1,Mt Baker NF WA,ocean,18.2,102.0,8.0,60.0,34.1,Deception Pass SP WA,37.3,True,False,False,1.0,25.0,1,1,0,1,1,4,40.0,coastal
Temecula,CA,110003,4744214.0,111881.0,604300.0,33.4946353,-117.147366,64.7,18.2,76.4,53.0,88.2,43.8,12.22,59.1,43.4,John Wayne Orange County,6.4,Sugarplum Zoo,5.5,Mulligan Family Fun Center,76.4,Joshua Tree NP,29.1,Cleveland NF CA,ocean,25.0,1047.0,7.0,48.0,33.3,Mount San Jacinto SP CA,44.4,False,True,True,2.0,50.0,2,2,2,1,2,9,90.0,coastal
Dearborn,MI,109976,4400578.0,64600.0,189400.0,42.3222599,-83.1763145,51.2,10.7,59.3,43.0,81.8,23.3,8.97,41.9,11.7,Detroit Metro,8.5,Taylor Petting Farm,5.5,Midway Sports & Entertainment,109.8,Cuyahoga Valley NP,164.9,Huron Manistee NF MI,none,61.3,604.0,0.0,11.0,157.9,Presque Isle SP PA,58.5,True,True,True,4.0,100.0,1,1,1,1,0,4,40.0,plains
Santa Maria,CA,109707,444500.0,81237.0,438100.0,34.9531295,-120.435857,60.5,15.8,72.0,49.0,78.6,43.3,10.5,50.0,129.3,Burbank Hollywood,37.8,Charles Paddock Zoo,84.6,Golf 'N' Stuff,75.2,Channel Islands NP,37.9,Los Padres NF CA,ocean,38.3,220.0,2.0,44.0,120.5,Big Sur CA,35.3,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
West Covina,CA,109501,12927614.0,96219.0,664500.0,34.0686208,-117.9389526,66.0,18.9,78.6,53.3,90.7,44.5,12.22,59.1,19.4,Ontario California,9.4,Montebello Barnyard Zoo,13.7,Golf N' Stuff,105.6,Channel Islands NP,16.3,Angeles NF CA,ocean,32.5,390.0,5.0,42.5,73.5,Mount San Jacinto SP CA,46.2,False,True,True,2.0,50.0,2,2,2,1,2,9,90.0,coastal
El Monte,CA,109450,12927614.0,59929.0,597200.0,34.0751571,-118.036849,65.7,18.7,77.9,53.5,89.0,44.4,12.22,59.1,18.9,Long Beach,5.1,Montebello Barnyard Zoo,11.0,Golf N' Stuff,100.0,Channel Islands NP,15.6,Angeles NF CA,ocean,27.1,292.0,5.0,39.5,79.1,Mount San Jacinto SP CA,44.6,False,True,True,2.0,50.0,2,2,2,1,2,9,90.0,coastal
Greeley,CO,108795,369745.0,65525.0,346400.0,40.4233142,-104.7091322,51.5,10.8,64.9,38.0,88.0,20.3,7.32,33.3,39.2,Denver,16.1,Swetsville Zoo,20.9,Fort Fun,51.7,Rocky Mountain NP,57.7,Arapaho Roosevelt NF CO,none,769.1,4678.0,4.0,40.0,28.6,Lory SP CO,67.7,True,True,True,4.0,100.0,1,1,1,1,1,5,50.0,mountains
Sparks,NV,108445,575110.0,82938.0,423500.0,39.5404679,-119.7487235,54.0,12.2,64.9,43.1,88.2,28.8,10.98,52.5,3.0,Reno-Tahoe,3.4,Unknown,76.4,Lassen County Fairgrounds,110.6,Lassen Volcanic NP,43.5,Tahoe NF CA,none,186.8,4419.0,4.0,39.0,31.4,Lake Tahoe NV SP,59.4,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,mountains
Centennial,CO,108418,3052498.0,124617.0,586500.0,39.579155,-104.8769227,50.9,10.5,63.4,38.3,86.1,20.5,10.53,50.2,22.0,Denver,6.4,Unknown,13.4,Urban Air Trampoline and Adventure Park,67.9,Rocky Mountain NP,80.2,Arapaho Roosevelt NF CO,none,813.7,5833.0,7.0,51.0,19.1,Red Rocks Park CO,65.6,True,True,True,4.0,100.0,1,1,1,1,1,5,50.0,mountains
Boulder,CO,108250,330262.0,80243.0,919700.0,40.0149856,-105.270545,48.3,9.1,60.1,36.5,83.2,19.4,12.35,59.7,33.5,Denver,7.9,My Nature Lab,13.1,Frightmare Compound,31.5,Rocky Mountain NP,43.6,Arapaho Roosevelt NF CO,none,809.9,5331.0,7.0,61.0,22.1,Red Rocks Park CO,63.8,True,True,True,4.0,100.0,1,1,1,1,1,5,50.0,mountains
Sandy Springs,GA,108080,6411149.0,93303.0,556300.0,33.9242688,-84.3785379,62.4,16.9,71.1,53.8,85.3,39.0,8.9,41.6,19.7,Hartsfield-Jackson Atlanta,1.8,Unknown,14.6,Six Flags Over Georgia,126.8,Great Smoky Mountains NP,68.8,Chattahoochee NF GA,none,261.0,1109.0,4.0,28.0,13.4,Stone Mountain SP GA,46.3,False,True,True,2.0,50.0,1,1,1,0,1,4,40.0,hills
Inglewood,CA,107762,12927614.0,67563.0,689700.0,33.9562003,-118.353132,64.2,17.9,74.1,54.2,81.4,45.2,12.22,59.1,3.3,Los Angeles,13.7,Los Angeles Zoo,9.1,Pacific Park,81.9,Channel Islands NP,31.2,Angeles NF CA,ocean,9.0,131.0,5.0,51.5,94.9,Torrey Pines SP CA,36.2,False,True,False,1.0,25.0,2,2,2,1,2,9,90.0,coastal
Edison,NJ,107588,19940274.0,,,40.5005351,-74.3983939,55.3,12.9,63.6,47.1,83.9,28.6,11.87,57.2,17.6,Newark Liberty,7.2,Animal Haven,2.0,Supercharged Entertainment,65.5,Fire Island NS,252.0,Allegheny NF PA,ocean,25.1,105.0,6.0,33.0,46.7,Delaware Water Gap NRA,55.3,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
South Fulton,GA,107436,6411149.0,77488.0,242200.0,33.5902659,-84.6712292,63.1,17.3,72.0,54.2,85.9,39.7,7.59,34.7,14.5,Hartsfield-Jackson Atlanta,14.0,L&R Alpaca Haven Farm,14.1,Six Flags Over Georgia,154.8,Great Smoky Mountains NP,79.3,Talladega NF AL,none,257.0,932.0,5.0,24.5,30.8,Stone Mountain SP GA,46.2,False,True,True,2.0,50.0,1,1,1,0,1,4,40.0,hills
