city,state,population,metro_population,median_household_income,median_home_price,lat,lon,avg_temp_f,avg_temp_c,avg_high_f,avg_low_f,avg_summer_high_f,avg_winter_low_f,walkability_score,walkability_score_100,dist_airport_miles,nearest_airport,dist_zoo_miles,nearest_zoo,dist_theme_park_miles,nearest_theme_park,dist_natl_park_miles,nearest_natl_park,dist_natl_forest_miles,nearest_natl_forest,coastline_type,dist_coast_miles,elevation_ft,parks_within_100mi,nature_score,dist_state_park_miles,nearest_state_park,temp_range_f,has_winter,has_summer,has_spring_fall,seasons_count,seasons_score,nfl_teams,mlb_teams,nba_teams,nhl_teams,mls_teams,total_pro_teams,sports_score,environment_type
Napa,CA,79246,132727.0,100273.0,771700.0,38.2971367,-122.2855293,60.8,16.0,72.6,49.0,85.2,41.6,8.13,37.5,46.6,Sacramento,37.6,Oakland Zoo CA,11.3,Six Flags Discovery Kingdom CA,36.6,Point Reyes NS,118.2,Eldorado NF CA,ocean,29.8,36.0,2.0,41.0,58.9,Salt Point SP CA,43.6,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,coastal
Kissimmee,FL,79226,2940513.0,45319.0,253000.0,28.2918995,-81.4075838,73.8,23.2,81.9,65.8,87.8,55.4,10.19,48.4,11.3,Orlando,36.0,Central Florida Zoo FL,8.9,SeaWorld Orlando FL,202.6,Biscayne NP,73.4,Ocala NF FL,none,53.2,75.0,2.0,16.0,93.0,Myakka River SP FL,32.4,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,lowlands
Bellflower,CA,79190,12927614.0,75379.0,619400.0,33.8825705,-118.1167679,65.2,18.5,75.4,55.1,83.4,46.0,12.22,59.1,4.9,Long Beach,21.2,LA Zoo CA,7.3,Knott's Berry Farm CA,95.8,Channel Islands NP,29.5,Angeles NF CA,ocean,16.4,79.0,6.0,53.0,81.7,Mount San Jacinto SP CA,37.4,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Bloomington,IN,79168,162553.0,46543.0,267900.0,39.1670396,-86.5342881,55.4,13.0,64.1,46.7,84.0,27.2,10.84,51.8,40.1,Indianapolis,45.5,Indianapolis Zoo IN,75.5,Holiday World IN,138.7,Mammoth Cave NP,60.2,Hoosier NF IN,none,182.0,781.0,1.0,15.5,137.7,Mammoth Cave Area KY,56.8,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Upland,CA,79040,4744214.0,93994.0,647400.0,34.09751,-117.6483876,64.9,18.3,76.6,53.3,89.8,44.1,12.22,59.1,3.9,Ontario California,37.5,LA Zoo CA,25.1,Disneyland CA,101.5,Joshua Tree NP,24.5,Angeles NF CA,ocean,46.4,1257.0,6.0,45.0,58.2,Mount San Jacinto SP CA,45.7,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,coastal
Lynchburg,VA,79009,266432.0,56243.0,196000.0,37.4137536,-79.1422464,59.1,15.0,68.7,49.4,87.4,32.5,8.08,37.3,100.4,Richmond,45.2,Roanoke Zoo VA,97.5,Kings Dominion VA,82.3,Shenandoah NP,75.4,George Washington NF VA,none,156.9,659.0,4.0,30.0,114.6,Shenandoah SP VA,54.9,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,hills
Schaumburg,IL,78723,9408576.0,92818.0,303000.0,42.0333608,-88.083406,50.5,10.3,58.8,42.3,81.5,20.7,10.47,49.8,9.9,O'Hare Chicago,18.7,Brookfield Zoo IL,24.4,Six Flags Great America IL,59.3,Indiana Dunes NP,188.5,Huron Manistee NF MI,great_lakes,25.0,810.0,3.0,31.5,58.9,Indiana Dunes SP IN,60.8,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,great_lakes
Perris,CA,78700,4744214.0,78352.0,383800.0,33.7818729,-117.2298477,66.6,19.2,79.0,54.1,95.3,42.7,12.22,59.1,28.5,Ontario California,49.0,San Diego Safari Park CA,39.7,Disneyland CA,76.7,Joshua Tree NP,37.9,San Bernardino NF CA,ocean,41.3,1460.0,7.0,52.0,30.5,Mount San Jacinto SP CA,52.6,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,coastal
Bloomington,IL,78680,172069.0,73119.0,190700.0,40.4797828,-88.9939147,52.7,11.5,60.9,44.4,82.3,22.4,10.84,51.8,111.0,Midway Chicago,111.0,Brookfield Zoo IL,117.2,Indiana Beach IN,129.7,Indiana Dunes NP,204.7,Hoosier NF IN,none,114.8,827.0,1.0,15.5,56.6,Starved Rock SP IL,59.9,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Jonesboro,AR,78576,138152.0,51124.0,196100.0,35.8348088,-90.7045297,61.4,16.4,69.9,53.0,87.4,34.8,6.53,29.1,68.3,Memphis,60.4,Memphis Zoo TN,157.9,Silver Dollar City MO,160.3,Hot Springs NP,104.0,Mark Twain NF MO,none,388.9,348.0,0.0,6.0,273.0,Mammoth Cave Area KY,52.6,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Chino Hills,CA,78411,4744214.0,117548.0,776200.0,33.9926803,-117.760056,65.4,18.5,77.2,53.5,88.9,44.9,12.22,59.1,10.1,Ontario California,32.8,LA Zoo CA,15.4,Disneyland CA,107.1,Joshua Tree NP,25.3,Angeles NF CA,ocean,37.0,899.0,6.0,45.0,62.4,Mount San Jacinto SP CA,44.0,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,coastal
Alameda,CA,78280,4648486.0,129917.0,1147600.0,37.7652076,-122.241635,58.5,14.7,65.9,51.1,71.1,44.6,12.22,59.1,12.5,San Francisco,3.5,Oakland Zoo CA,25.8,Six Flags Discovery Kingdom CA,40.0,Point Reyes NS,132.0,Eldorado NF CA,ocean,9.0,36.0,3.0,48.5,81.5,Salt Point SP CA,26.5,False,False,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Frederick,MD,78171,6436489.0,89981.0,343800.0,39.415779,-77.4127562,56.4,13.6,65.4,47.4,86.0,29.4,6.62,29.6,32.0,Dulles Washington,38.7,Smithsonian National Zoo DC,72.4,Hersheypark PA,85.7,Shenandoah NP,119.7,George Washington NF VA,ocean,49.5,305.0,3.0,30.5,39.4,Patuxent River SP MD,56.6,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Evanston,IL,78110,9408576.0,93188.0,454600.0,42.0470043,-87.6846053,50.6,10.4,58.0,43.3,79.6,22.3,6.98,31.5,12.5,O'Hare Chicago,9.1,Lincoln Park Zoo IL,25.8,Six Flags Great America IL,42.5,Indiana Dunes NP,174.4,Huron Manistee NF MI,great_lakes,5.4,607.0,3.0,45.5,43.2,Indiana Dunes SP IN,57.3,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,great_lakes
Hammond,IN,77879,9408576.0,52368.0,129100.0,41.6173959,-87.5220108,51.5,10.9,59.1,44.0,80.5,23.0,5.92,25.9,16.7,Midway Chicago,21.7,Lincoln Park Zoo IL,56.1,Six Flags Great America IL,24.4,Indiana Dunes NP,193.9,Huron Manistee NF MI,great_lakes,5.8,597.0,3.0,50.5,21.9,Indiana Dunes SP IN,57.5,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,great_lakes
Racine,WI,77816,198651.0,52766.0,147000.0,42.7313756,-87.7834769,49.4,9.6,56.7,42.0,79.3,20.7,10.74,51.3,16.0,Milwaukee Mitchell,25.1,Milwaukee County Zoo WI,26.1,Six Flags Great America IL,83.3,Indiana Dunes NP,144.5,Huron Manistee NF MI,great_lakes,16.0,604.0,2.0,33.0,85.6,Indiana Dunes SP IN,58.6,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,great_lakes
Arlington Heights,IL,77676,9408576.0,113502.0,396500.0,42.0811563,-87.9802164,50.3,10.2,58.7,42.0,81.5,20.3,10.69,51.0,8.3,O'Hare Chicago,18.7,Brookfield Zoo IL,20.1,Six Flags Great America IL,56.2,Indiana Dunes NP,182.5,Huron Manistee NF MI,great_lakes,20.3,696.0,3.0,31.5,56.3,Indiana Dunes SP IN,61.2,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,great_lakes
Cedar Park,TX,77595,2550637.0,118903.0,427800.0,30.5217116,-97.827833,68.4,20.2,77.5,59.3,91.9,44.2,9.08,42.5,24.3,Austin-Bergstrom,82.7,San Antonio Zoo TX,79.0,Six Flags Fiesta Texas TX,242.1,Padre Island NS,139.2,Sam Houston NF TX,none,189.2,981.0,0.0,4.0,117.1,Lost Maples SP TX,47.7,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
South Jordan,UT,77487,1300762.0,119822.0,559500.0,40.5584882,-111.9367107,53.6,12.0,62.8,44.4,88.1,26.5,11.0,52.6,16.1,Salt Lake City,15.6,Hogle Zoo UT,36.2,Lagoon UT,166.2,Great Basin NP,34.9,Wasatch Cache NF UT,none,578.7,4459.0,4.0,35.0,39.8,Antelope Island SP UT,61.6,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,mountains
Pasco,WA,77108,319428.0,75316.0,309200.0,46.2306739,-119.0921,56.5,13.6,66.3,46.6,90.8,31.0,10.5,50.0,121.0,Spokane,179.8,Point Defiance Zoo WA,160.3,Silverwood ID,133.3,Mount Rainier NP,110.2,Okanogan NF WA,none,173.5,387.0,0.0,8.0,134.9,Hells Canyon NRA ID,59.8,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,valley
Flagstaff,AZ,76831,145161.0,65652.0,466600.0,35.1987522,-111.651822,50.9,10.5,61.7,40.1,82.2,23.3,8.21,37.9,123.1,Phoenix Sky Harbor,121.7,Phoenix Zoo AZ,354.3,LEGOLAND California CA,65.1,Grand Canyon NP,16.2,Coconino NF AZ,none,356.8,6909.0,4.0,43.0,183.3,Valley of Fire SP NV,58.9,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,desert
Southfield,MI,76618,4400578.0,63980.0,212800.0,42.4733689,-83.2218731,50.6,10.3,58.7,42.5,81.4,22.7,7.96,36.6,19.0,Detroit Metro,3.8,Detroit Zoo MI,73.8,Cedar Point OH,118.5,Cuyahoga Valley NP,156.0,Huron Manistee NF MI,none,55.4,699.0,0.0,11.0,161.0,Presque Isle SP PA,58.7,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Wyoming,MI,76501,1178826.0,67234.0,180300.0,42.9132581,-85.7057035,49.9,10.0,58.0,41.8,81.4,22.2,7.96,36.6,9.5,Grand Rapids,60.0,Potter Park Zoo MI,49.4,Michigan's Adventure MI,111.0,Indiana Dunes NP,75.7,Huron Manistee NF MI,great_lakes,36.0,643.0,1.0,28.5,115.4,Indiana Dunes SP IN,59.2,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,great_lakes
Pittsburg,CA,76416,4648486.0,98408.0,555200.0,38.0267711,-121.8853861,62.3,16.8,72.3,52.3,85.5,43.3,7.29,33.1,38.9,San Francisco,24.4,Oakland Zoo CA,20.5,Six Flags Discovery Kingdom CA,54.3,Point Reyes NS,105.9,Eldorado NF CA,ocean,32.2,26.0,2.0,33.0,86.4,Salt Point SP CA,42.2,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,coastal
Loveland,CO,76378,374574.0,81898.0,426900.0,40.3977612,-105.07498,49.6,9.8,62.1,37.0,85.5,18.7,10.53,50.2,43.0,Denver,45.2,Denver Zoo CO,44.8,Elitch Gardens CO,32.3,Rocky Mountain NP,38.9,Arapaho Roosevelt NF CO,none,785.3,4990.0,4.0,54.0,15.4,Lory SP CO,66.8,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,mountains
Scranton,PA,76328,574009.0,48776.0,125700.0,41.4086874,-75.6621294,51.8,11.0,60.0,43.6,80.6,25.0,7.84,36.0,92.2,Newark Liberty,98.7,Central Park Zoo NY,57.1,Knoebels PA,141.1,Fire Island NS,173.7,Allegheny NF PA,none,99.6,755.0,9.0,31.0,23.7,Pocono Mountains PA,55.6,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,hills
Rochester Hills,MI,76300,4400578.0,115968.0,359800.0,42.6583661,-83.1499322,50.3,10.2,58.6,42.0,81.3,22.3,9.44,44.4,32.3,Detroit Metro,12.2,Detroit Zoo MI,84.7,Cedar Point OH,125.2,Cuyahoga Valley NP,150.3,Huron Manistee NF MI,great_lakes,44.8,820.0,0.0,16.0,159.1,Presque Isle SP PA,59.0,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,great_lakes
Auburn,AL,76143,206006.0,55509.0,327000.0,32.6098566,-85.4807825,65.7,18.7,74.8,56.6,88.4,42.5,7.1,32.1,93.7,Hartsfield-Jackson Atlanta,48.7,Montgomery Zoo AL,96.4,Six Flags Over Georgia GA,236.3,Great Smoky Mountains NP,56.3,Talladega NF AL,none,201.7,705.0,1.0,11.5,110.6,Stone Mountain SP GA,45.9,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,hills
Flower Mound,TX,75956,8344032.0,154471.0,467600.0,33.0283854,-97.0867203,66.5,19.2,75.0,57.9,91.1,40.7,9.08,42.5,9.3,Dallas/Fort Worth,25.2,Fort Worth Zoo TX,18.7,Six Flags Over Texas TX,254.5,Hot Springs NP,185.6,Sam Houston NF TX,none,291.4,650.0,0.0,2.0,267.4,Lost Maples SP TX,50.4,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
Lehi,UT,75907,760531.0,117243.0,500100.0,40.3881114,-111.8486019,53.5,11.9,62.4,44.5,88.8,25.0,11.0,52.6,28.6,Salt Lake City,26.1,Hogle Zoo UT,48.0,Lagoon UT,162.7,Capitol Reef NP,36.0,Wasatch Cache NF UT,none,573.0,4557.0,4.0,35.0,52.5,Antelope Island SP UT,63.8,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,mountains
Doral,FL,75874,6457988.0,83823.0,468800.0,25.8195424,-80.3553302,76.6,24.8,83.3,69.8,87.9,62.4,10.47,49.8,4.6,Miami,15.0,Zoo Miami FL,171.2,LEGOLAND Florida FL,23.7,Biscayne NP,255.5,Ocala NF FL,ocean,16.0,13.0,4.0,48.0,65.3,Fakahatchee Strand SP FL,25.5,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Apple Valley,CA,75791,4744214.0,62898.0,345400.0,34.5008311,-117.1858759,64.1,17.9,74.7,53.6,93.8,39.3,12.22,59.1,38.8,Ontario California,68.1,LA Zoo CA,63.4,Disneyland CA,85.4,Joshua Tree NP,30.3,San Bernardino NF CA,none,82.8,2946.0,5.0,47.5,55.8,Mount San Jacinto SP CA,54.5,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,desert
Bethlehem,PA,75781,886418.0,62072.0,220300.0,40.6178915,-75.3786521,53.7,12.1,62.6,44.9,83.2,26.8,11.33,54.4,51.9,Philadelphia,45.5,Philadelphia Zoo PA,11.8,Dorney Park PA,116.4,Fire Island NS,200.8,Allegheny NF PA,none,72.7,302.0,7.0,28.0,28.8,Hickory Run SP PA,56.4,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Appleton,WI,75644,248992.0,75469.0,192200.0,44.2613967,-88.4069744,47.0,8.3,54.5,39.4,79.7,15.9,7.42,33.8,94.3,Milwaukee Mitchell,86.1,Milwaukee County Zoo WI,115.6,Michigan's Adventure MI,123.5,Sleeping Bear Dunes NL,131.8,Nicolet NF WI,none,51.6,801.0,1.0,14.5,87.8,Devil's Lake SP WI,63.8,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Pawtucket,RI,75604,1700901.0,62799.0,266300.0,41.8789531,-71.3821203,52.4,11.3,60.8,44.0,81.3,25.8,12.59,61.0,11.0,Providence Green,5.3,Roger Williams Zoo RI,64.3,Six Flags New England MA,69.4,Cape Cod NS,394.1,Allegheny NF PA,ocean,35.1,46.0,2.0,28.0,92.4,Mohawk Trail SP MA,55.5,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Woodbury,MN,75102,3757952.0,125097.0,409900.0,44.919896,-92.9339449,45.9,7.7,54.6,37.2,81.1,9.2,9.18,43.1,14.4,Minneapolis-Saint Paul,11.5,Como Zoo MN,29.6,Valleyfair MN,246.2,Voyageurs NP,155.2,Nicolet NF WI,none,135.9,1007.0,0.0,2.0,152.5,Effigy Mounds IA,71.9,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Iowa City,IA,74828,182711.0,54879.0,256600.0,41.6612561,-91.5299106,50.7,10.4,59.2,42.3,82.9,17.2,8.77,40.9,110.9,Des Moines,111.1,Des Moines Blank Park Zoo IA,104.4,Adventureland IA,221.3,Gateway Arch NP,295.8,Nicolet NF WI,none,200.3,676.0,0.0,2.0,100.7,Effigy Mounds IA,65.7,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
North Port,FL,74793,934956.0,78815.0,283400.0,27.044224,-82.2359254,75.4,24.1,83.8,67.1,88.7,57.7,11.5,55.3,66.7,Tampa,68.3,Tampa Lowry Park Zoo FL,69.3,Busch Gardens Tampa FL,146.8,Everglades NP,157.6,Ocala NF FL,ocean,13.0,20.0,2.0,34.0,11.4,Myakka River SP FL,31.0,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Rapid City,SD,74703,156227.0,62784.0,244500.0,44.0806041,-103.228023,48.4,9.1,58.5,38.2,83.8,17.9,7.58,34.6,286.6,Billings,286.1,Billings ZooMontana MT,312.7,Elitch Gardens CO,38.2,Wind Cave NP,29.0,Black Hills NF SD,none,572.1,3248.0,5.0,59.5,27.6,Custer SP SD,65.9,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Cherry Hill,NJ,74553,6330422.0,,,39.9348351,-75.0307264,56.9,13.8,65.2,48.5,85.2,29.9,11.87,57.2,12.1,Philadelphia,9.1,Philadelphia Zoo PA,34.3,Six Flags Great Adventure NJ,109.7,Fire Island NS,237.8,Allegheny NF PA,ocean,49.5,59.0,5.0,29.5,73.5,Delaware Water Gap NRA,55.3,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Lauderhill,FL,74482,6457988.0,48523.0,224500.0,26.1403635,-80.2133808,76.1,24.5,83.2,68.9,87.7,61.2,10.47,49.8,6.0,Fort Lauderdale,38.6,Zoo Miami FL,157.1,LEGOLAND Florida FL,47.3,Biscayne NP,238.3,Ocala NF FL,ocean,24.5,10.0,4.0,42.0,59.6,Jonathan Dickinson SP FL,26.5,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Rock Hill,SC,74372,2883370.0,60807.0,232500.0,34.9248667,-81.0250784,63.2,17.4,72.5,54.0,87.9,38.7,7.1,32.1,20.5,Charlotte Douglas,63.7,Riverbanks Zoo SC,13.2,Carowinds NC,79.1,Congaree NP,62.7,Sumter NF SC,none,160.1,689.0,4.0,36.0,65.8,Cheraw SP SC,49.2,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
Missouri City,TX,74259,7796182.0,97211.0,268200.0,29.6185669,-95.5377215,70.6,21.4,78.4,62.8,89.9,49.3,9.08,42.5,28.3,George Bush Houston,11.1,Houston Zoo TX,185.0,Six Flags Fiesta Texas TX,210.3,Padre Island NS,74.5,Sam Houston NF TX,none,99.3,79.0,1.0,12.5,244.6,Lost Maples SP TX,40.6,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
New Britain,CT,74135,,53766.0,188700.0,41.6612104,-72.7795419,52.3,11.3,60.9,43.7,82.3,24.8,10.08,47.8,19.8,Hartford Bradley,39.0,Beardsley Zoo CT,27.6,Six Flags New England MA,73.8,Fire Island NS,322.0,Allegheny NF PA,ocean,47.5,180.0,4.0,34.0,65.1,Mohawk Trail SP MA,57.5,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Broomfield,CO,74112,3052498.0,117541.0,581600.0,39.9403995,-105.05208,49.7,9.8,62.0,37.4,85.5,19.2,10.53,50.2,20.9,Denver,14.2,Denver Zoo CO,13.3,Elitch Gardens CO,43.5,Rocky Mountain NP,55.3,Arapaho Roosevelt NF CO,none,804.4,5354.0,7.0,55.0,18.4,Red Rocks Park CO,66.3,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,mountains
Bolingbrook,IL,73922,9408576.0,102057.0,276400.0,41.7003302,-88.0717708,50.9,10.5,59.2,42.6,81.7,20.9,10.47,49.8,17.6,Midway Chicago,15.0,Brookfield Zoo IL,46.7,Six Flags Great America IL,52.8,Indiana Dunes NP,205.6,Huron Manistee NF MI,great_lakes,29.6,696.0,3.0,29.5,50.8,Indiana Dunes SP IN,60.8,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,great_lakes
Mount Vernon,NY,73893,19940274.0,75511.0,446400.0,40.9125085,-73.8386504,54.3,12.4,61.8,46.8,82.2,28.3,6.45,28.7,9.5,LaGuardia New York,4.7,Bronx Zoo NY,9.6,Rye Playland NY,40.3,Fire Island NS,272.9,Allegheny NF PA,ocean,16.9,144.0,7.0,53.0,24.1,Harriman State Park NY,53.9,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Bismarck,ND,73622,139183.0,76014.0,283800.0,46.808327,-100.783739,44.4,6.9,54.0,34.8,82.3,8.6,7.82,35.9,188.1,Fargo,299.8,Sioux Falls Great Plains Zoo SD,381.5,Valleyfair MN,131.0,Theodore Roosevelt NP,243.2,Black Hills NF SD,none,411.7,1703.0,0.0,14.0,129.3,Theodore Roosevelt SP ND,73.7,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Brick,NJ,73620,19940274.0,,,40.0707244,-74.1280562,56.1,13.4,62.9,49.2,81.6,31.4,11.87,57.2,42.8,Newark Liberty,48.8,Central Park Zoo NY,17.2,Six Flags Great Adventure NJ,63.9,Fire Island NS,276.2,Allegheny NF PA,ocean,11.9,30.0,5.0,38.5,77.9,Harriman State Park NY,50.2,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Kalamazoo,MI,73598,264780.0,48649.0,152700.0,42.291707,-85.5872286,50.1,10.1,58.2,42.0,81.2,22.3,6.79,30.5,40.8,Grand Rapids,60.1,Potter Park Zoo MI,87.4,Michigan's Adventure MI,87.4,Indiana Dunes NP,118.0,Huron Manistee NF MI,none,50.2,784.0,2.0,22.0,91.4,Indiana Dunes SP IN,58.9,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Missoula,MT,73489,127741.0,59783.0,380500.0,46.8701049,-113.995267,47.3,8.5,57.8,36.7,81.1,21.7,11.96,57.7,174.3,Spokane,249.6,Zoo Boise ID,146.5,Silverwood ID,126.8,Glacier NP,25.5,Lolo NF MT,none,393.8,3215.0,5.0,36.5,71.3,Flathead Lake SP MT,59.4,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,foothills
Redmond,WA,73256,4145494.0,155287.0,1026400.0,47.6694141,-122.1238767,51.2,10.6,59.2,43.1,74.2,33.6,10.5,50.0,17.4,Seattle-Tacoma,10.7,Woodland Park Zoo WA,25.6,Wild Waves WA,57.6,Mount Rainier NP,36.9,Mt Baker NF WA,ocean,9.5,43.0,8.0,60.0,55.1,Deception Pass SP WA,40.6,True,False,True,2.0,50.0,0,0,0,0,0,0,0.0,coastal
Redlands,CA,73168,4744214.0,94473.0,535800.0,34.0550328,-117.1827445,66.2,19.0,78.5,53.9,93.9,43.5,12.22,59.1,24.0,Ontario California,64.3,LA Zoo CA,45.5,Disneyland CA,74.7,Joshua Tree NP,24.1,San Bernardino NF CA,none,60.2,1365.0,7.0,47.0,32.8,Mount San Jacinto SP CA,50.4,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,desert
Castle Rock,CO,73158,3052498.0,135985.0,577500.0,39.3722552,-104.858682,48.4,9.1,61.9,34.8,83.8,17.4,10.53,50.2,34.8,Denver,26.5,Denver Zoo CO,27.3,Elitch Gardens CO,80.0,Rocky Mountain NP,69.4,Pike San Isabel NF CO,none,818.1,6207.0,7.0,51.0,29.0,Red Rocks Park CO,66.4,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,mountains
Gulfport,MS,72926,426793.0,43499.0,158300.0,30.3674198,-89.0928155,68.6,20.3,74.2,62.9,85.0,49.1,6.55,29.2,74.3,New Orleans,69.5,New Orleans Audubon Zoo LA,70.8,Six Flags New Orleans LA,367.6,Hot Springs NP,256.9,Apalachicola NF FL,ocean,11.7,26.0,1.0,18.5,90.0,Gulf State Park AL,35.9,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Turlock,CA,72740,556972.0,74559.0,400500.0,37.4946568,-120.8465941,65.3,18.5,78.3,52.3,99.1,40.2,12.22,59.1,60.2,San Jose,75.3,Oakland Zoo CA,62.5,California's Great America CA,71.7,Pinnacles NP,87.5,Sierra NF CA,none,74.4,105.0,6.0,42.0,90.0,Point Lobos SP CA,58.9,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,valley
Jacksonville,NC,72723,212954.0,50185.0,176200.0,34.7509962,-77.4309829,64.8,18.2,73.4,56.2,86.6,41.4,9.31,43.7,109.1,Raleigh-Durham,142.1,North Carolina Zoo NC,177.9,Busch Gardens Williamsburg VA,168.7,Blue Ridge Parkway,168.5,Francis Marion NF SC,ocean,43.4,26.0,0.0,17.0,140.6,Cheraw SP SC,45.2,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,coastal
Daytona Beach,FL,72647,739516.0,47608.0,211800.0,29.2108147,-81.0228331,72.8,22.7,79.5,66.1,86.9,55.3,10.09,47.8,56.4,Orlando,34.8,Central Florida Zoo FL,57.4,Universal Orlando FL,259.3,Biscayne NP,47.3,Ocala NF FL,ocean,26.0,13.0,1.0,25.5,117.1,Ichetucknee Springs SP FL,31.6,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Mansfield,TX,72602,8344032.0,112465.0,354100.0,32.563487,-97.1420308,66.8,19.3,75.6,58.0,91.6,41.2,6.44,28.6,23.9,Dallas/Fort Worth,17.7,Fort Worth Zoo TX,14.0,Six Flags Over Texas TX,272.3,Hot Springs NP,160.8,Sam Houston NF TX,none,270.4,617.0,0.0,2.0,239.7,Lost Maples SP TX,50.4,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
Dublin,CA,72589,4648486.0,191039.0,1164100.0,37.7021521,-121.9357918,59.0,15.0,68.9,49.1,77.8,42.1,5.59,24.2,23.4,San Jose,13.8,Oakland Zoo CA,21.2,California's Great America CA,56.9,Point Reyes NS,121.0,Eldorado NF CA,ocean,20.1,371.0,5.0,37.5,82.9,Point Lobos SP CA,35.7,False,False,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
St Joseph,MO,72473,119124.0,,,39.7686055,-94.8466322,54.9,12.7,63.4,46.4,85.4,23.1,8.58,39.9,33.3,Kansas City,58.0,Kansas City Zoo MO,45.6,Worlds of Fun MO,262.3,Gateway Arch NP,253.6,Mark Twain NF MO,none,407.8,899.0,0.0,0.0,297.8,Effigy Mounds IA,62.3,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,hills
Framingham,MA,72362,5025517.0,94909.0,553200.0,42.2773177,-71.4165905,51.7,10.9,60.1,43.2,81.6,24.3,11.63,55.9,21.7,Logan Boston,16.8,Franklin Park Zoo MA,63.5,Six Flags New England MA,77.1,Cape Cod NS,393.4,Allegheny NF PA,ocean,21.4,174.0,2.0,28.0,79.0,Mohawk Trail SP MA,57.3,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Bowling Green,KY,72294,195159.0,47118.0,215300.0,36.9929203,-86.4428677,59.2,15.1,68.5,49.9,86.1,33.1,5.92,25.9,61.2,Nashville,66.5,Nashville Zoo TN,82.5,Holiday World IN,23.1,Mammoth Cave NP,90.2,Hoosier NF IN,none,329.6,512.0,3.0,40.5,23.7,Mammoth Cave Area KY,53.0,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,hills
